tss_id	start	stop	strand	name	source	condition	HT	classic	prediction	orientation	type	alt_id
CTSS16141	2668149	2668149	-	NA	Palsson	heat_shock	1	0	0	NA	TSS	HT_Palsson_4925
CTSS16142	2668165	2668165	+	hcaR,iroK	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense,upstream/antisense	TSS	HT_Storz_20984,HT_Storz_20985,HT_Storz_20986,HT_Storz_20987
CTSS16143	2668382	2668382	-	hcaR	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_20988,HT_Storz_20989
CTSS16144	2668617	2668617	-	hcaR	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_20990,HT_Storz_20991,HT_Storz_20992
CTSS16145	2668855	2668855	+	NA	Palsson	exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	NA	TSS	HT_Palsson_4926,HT_Palsson_4927,HT_Palsson_4928,HT_Palsson_4929
CTSS16146	2668937	2668937	-	b2537,b4706,b2536	Yan	M9	1	0	0	NA	TSS	HT_Yan_2365
CTSS16147	2668964	2668964	-	hcaRp	RegulonDB	NA	0	1	0	NA	TSS	ECK120015165
CTSS16148	2668967	2668967	-	Wade_p4359,hcaE,hcaR	Wade,Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase	1	0	0	upstream/antisense,upstream/sense	TSS	Wade_p4359,HT_Storz_20993,HT_Storz_20994,HT_Storz_20995,HT_Storz_20996,HT_Storz_20997,HT_Storz_20998,HT_Palsson_4930
CTSS16149	2668968	2668968	-	Wade_p4360	Wade	NA	1	0	0	NA	TSS	Wade_p4360
CTSS16150	2668970	2668970	-	Wade_p4361	Wade	NA	1	0	0	NA	TSS	Wade_p4361
CTSS16151	2668971	2668971	-	Wade_p4362,hcaR,hcaE	Wade,Storz	M63_0.4,LB_0.4	1	0	0	upstream/sense,upstream/antisense	TSS	Wade_p4362,HT_Storz_20999,HT_Storz_21000,HT_Storz_21001,HT_Storz_21002
CTSS16152	2668982	2668982	+	hcaEp	RegulonDB	NA	0	1	0	NA	TSS	ECK120015166
CTSS16153	2669494	2669494	+	Wade_p1512	Wade	NA	1	0	0	NA	TSS	Wade_p1512
CTSS16154	2669495	2669495	+	Wade_p1513,hcaE	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	Wade_p1513,HT_Storz_21003,HT_Storz_21004,HT_Storz_21005
CTSS16155	2669496	2669496	+	Wade_p1514	Wade	NA	1	0	0	NA	TSS	Wade_p1514
CTSS16156	2669497	2669497	+	Wade_p1515	Wade	NA	1	0	0	NA	TSS	Wade_p1515
CTSS16157	2669498	2669498	+	Wade_p1516	Wade	NA	1	0	0	NA	TSS	Wade_p1516
CTSS16158	2669565	2669565	-	NA	Palsson	exponential_phase,stationary_phase,glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_4931,HT_Palsson_4932,HT_Palsson_4933
CTSS16159	2670421	2670421	+	hcaF	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_21006
CTSS16160	2670735	2670735	-	hcaF	Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	HT_Storz_21007
CTSS16161	2670751	2670751	+	hcaF,hcaC	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense,upstream/sense	TSS	HT_Storz_21008,HT_Storz_21009,HT_Storz_21010,HT_Storz_21011,HT_Storz_21012,HT_Storz_21013
CTSS16162	2670887	2670887	-	hcaF,hcaC	Storz	LB_2.0	1	0	0	intragenic/antisense,upstream/antisense	TSS	HT_Storz_21014,HT_Storz_21015
CTSS16163	2671900	2671900	-	hcaB	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21016,HT_Storz_21017
CTSS16164	2672656	2672656	-	Wade_p4363,hcaD	Wade,Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	Wade_p4363,HT_Storz_21018,HT_Storz_21019
CTSS16165	2673018	2673018	-	hcaD	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21020,HT_Storz_21021,HT_Storz_21022
CTSS16166	2673320	2673320	+	Wade_p1517	Wade	NA	1	0	0	NA	TSS	Wade_p1517
CTSS16167	2673321	2673321	+	yphA	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_3769
CTSS16168	2673322	2673322	+	Wade_p1518	Wade	NA	1	0	0	NA	TSS	Wade_p1518
CTSS16169	2673363	2673363	+	yphA	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21023,HT_Storz_21024
CTSS16170	2673703	2673703	+	yphA	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21025,HT_Storz_21026,HT_Storz_21027
CTSS16171	2673951	2673951	-	yphB	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21028,HT_Storz_21029,HT_Storz_21030
CTSS16172	2674043	2674043	+	yphB	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21031,HT_Storz_21032,HT_Storz_21033
CTSS16173	2674704	2674704	-	yphC,yphB	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense,upstream/sense	TSS	HT_Storz_21034,HT_Storz_21035,HT_Storz_21036,HT_Storz_21037,HT_Storz_21038,HT_Storz_21039
CTSS16174	2675791	2675791	+	yphC,yphD	Storz	LB_2.0,M63_0.4	1	0	0	upstream/antisense,downstream/antisense	TSS	HT_Storz_21040,HT_Storz_21041,HT_Storz_21042,HT_Storz_21043
CTSS16175	2676853	2676853	+	Wade_p1519	Wade	NA	1	0	0	NA	TSS	Wade_p1519
CTSS16176	2676855	2676855	+	yphD,yphE	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/antisense,intragenic/antisense	TSS	HT_Storz_21044,HT_Storz_21045,HT_Storz_21046,HT_Storz_21047,HT_Storz_21048,HT_Storz_21049
CTSS16177	2677533	2677533	+	yphE	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21050,HT_Storz_21051,HT_Storz_21052
CTSS16178	2677640	2677640	+	yphE	Storz	M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21053
CTSS16179	2679101	2679101	+	yphF	Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	HT_Storz_21054
CTSS16180	2679220	2679220	+	yphF	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21055,HT_Storz_21056,HT_Storz_21057
CTSS16181	2679240	2679240	-	Wade_p4364	Wade	NA	1	0	0	NA	TSS	Wade_p4364
CTSS16182	2679241	2679241	-	Wade_p4365	Wade	NA	1	0	0	NA	TSS	Wade_p4365
CTSS16183	2679986	2679986	+	yphG	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21058,HT_Storz_21059,HT_Storz_21060
CTSS16184	2681682	2681682	-	yphG	Storz	LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21061
CTSS16185	2681780	2681780	+	yphG	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21062,HT_Storz_21063
CTSS16186	2682748	2682748	-	yphG	Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,stationary_phase,heat_shock	1	0	0	upstream/sense	TSS	HT_Storz_21064,HT_Storz_21065,HT_Storz_21066,HT_Palsson_4934,HT_Palsson_4935
CTSS16187	2682824	2682824	+	Wade_p1520	Wade	NA	1	0	0	NA	TSS	Wade_p1520
CTSS16188	2683473	2683473	+	yphH	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_21067
CTSS16189	2683476	2683476	+	yphH	Storz	M63_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21068
CTSS16190	2683837	2683837	-	yphH	Storz	LB_2.0,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21069,HT_Storz_21070
CTSS16191	2683910	2683910	+	Wade_p1521,yphH	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	Wade_p1521,HT_Storz_21071,HT_Storz_21072,HT_Storz_21073
CTSS16192	2684140	2684140	+	NA	Storz	LB_2.0	1	0	0	NA	TSS	HT_Storz_21074
CTSS16193	2684844	2684844	-	glyA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3770
CTSS16194	2684848	2684848	-	glyA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3771
CTSS16195	2684852	2684852	-	glyA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3772
CTSS16196	2684858	2684858	-	glyA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3773
CTSS16197	2684978	2684978	-	glyA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3774
CTSS16198	2685084	2685084	-	glyA	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21075,HT_Storz_21076,HT_Storz_21077
CTSS16199	2685275	2685275	+	NA	Palsson	exponential_phase,stationary_phase,glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_4936,HT_Palsson_4937,HT_Palsson_4938
CTSS16200	2685334	2685334	-	glyA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3775
CTSS16201	2685346	2685346	-	glyA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3776
CTSS16202	2685521	2685521	-	NA	Palsson	stationary_phase	1	0	0	NA	TSS	HT_Palsson_4939
CTSS16203	2685530	2685530	-	NA	Palsson	stationary_phase,heat_shock	1	0	0	NA	TSS	HT_Palsson_4940,HT_Palsson_4941
CTSS16204	2685533	2685533	-	glyA	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_3777
CTSS16205	2685538	2685538	-	glyA	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_3778
CTSS16206	2685570	2685570	-	Wade_p4366	Wade	NA	1	0	0	NA	TSS	Wade_p4366
CTSS16207	2685571	2685571	-	glyA,b2551	Storz,Yan,Palsson	LB_2.0,M63_0.4,LB_0.4,M9,Rich,exponential_phase,glutamine_nitrogen	1	0	0	upstream/sense	TSS	HT_Storz_21078,HT_Storz_21079,HT_Storz_21080,HT_Yan_2366,HT_Yan_2367,HT_Palsson_4942,HT_Palsson_4943
CTSS16208	2685572	2685572	-	glyA	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_3779
CTSS16209	2685574	2685574	-	glyAp	RegulonDB	Sigma70	0	1	0	NA	TSS	ECK120011043
CTSS16210	2685796	2685796	+	b2552	Yan	M9,Rich	1	0	0	NA	TSS	HT_Yan_2368,HT_Yan_2369
CTSS16211	2685797	2685797	+	Wade_p1522,hmpp	Wade,RegulonDB	Sigma38	1	1	0	NA	TSS	Wade_p1522,ECK120010362
CTSS16212	2686045	2686045	+	hmp	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21081,HT_Storz_21082,HT_Storz_21083
CTSS16213	2686197	2686197	-	hmp	Storz	LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21084
CTSS16214	2686463	2686463	+	hmp	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_21085
CTSS16215	2686495	2686495	+	Wade_p1523	Wade	NA	1	0	0	NA	TSS	Wade_p1523
CTSS16216	2686885	2686885	+	hmp	Storz	LB_2.0,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21086,HT_Storz_21087
CTSS16217	2686933	2686933	-	hmp	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21088,HT_Storz_21089,HT_Storz_21090
CTSS16218	2687439	2687439	-	Wade_p4367	Wade	NA	1	0	0	NA	TSS	Wade_p4367
CTSS16219	2687441	2687441	-	glnB,b2553,glnBp1	Storz,Yan,Palsson,RegulonDB	LB_2.0,M63_0.4,M9,Rich,exponential_phase,Sigma70	1	1	0	upstream/sense	TSS	HT_Storz_21091,HT_Storz_21092,HT_Yan_2370,HT_Yan_2371,HT_Palsson_4944,ECK120010569
CTSS16220	2687503	2687503	-	Wade_p4368,glrR,glnB,glnBp2	Wade,Storz,Palsson,RegulonDB	LB_2.0,M63_0.4,LB_0.4,exponential_phase,stationary_phase,glutamine_nitrogen,Sigma70	1	1	0	intragenic/sense,upstream/sense	TSS	Wade_p4368,HT_Storz_21093,HT_Storz_21094,HT_Storz_21095,HT_Storz_21096,HT_Storz_21097,HT_Storz_21098,HT_Palsson_4945,HT_Palsson_4946,HT_Palsson_4947,ECK120010159
CTSS16221	2687504	2687504	-	Wade_p4369	Wade	NA	1	0	0	NA	TSS	Wade_p4369
CTSS16222	2687505	2687505	-	Wade_p4370	Wade	NA	1	0	0	NA	TSS	Wade_p4370
CTSS16223	2687507	2687507	-	Wade_p4371	Wade	NA	1	0	0	NA	TSS	Wade_p4371
CTSS16224	2687523	2687523	-	glnB	Morett	454_data	1	0	0	NA	TSS	HT_Morett_3780
CTSS16225	2687526	2687526	-	glnBp3	RegulonDB	NA	0	1	0	NA	TSS	ECK120010570
CTSS16226	2689210	2689210	+	yfhG	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21099,HT_Storz_21100
CTSS16227	2689344	2689344	-	NA	Palsson	stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	NA	TSS	HT_Palsson_4948,HT_Palsson_4949,HT_Palsson_4950
CTSS16228	2689525	2689525	+	yfhG	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/antisense	TSS	HT_Storz_21101,HT_Storz_21102,HT_Storz_21103
CTSS16229	2689673	2689673	-	yfhG	Morett	454_data	1	0	0	NA	TSS	HT_Morett_3781
CTSS16230	2689933	2689933	-	glrK	Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase	1	0	0	intragenic/sense	TSS	HT_Storz_21104,HT_Storz_21105,HT_Storz_21106,HT_Palsson_4951
CTSS16231	2689934	2689934	-	Wade_p4372	Wade	NA	1	0	0	NA	TSS	Wade_p4372
CTSS16232	2690054	2690054	-	Wade_p4373,glrK	Wade,Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	intragenic/sense	TSS	Wade_p4373,HT_Storz_21107,HT_Storz_21108,HT_Storz_21109,HT_Palsson_4952,HT_Palsson_4953,HT_Palsson_4954,HT_Palsson_4955
CTSS16233	2690137	2690137	-	b2556,b2555	Yan	M9	1	0	0	NA	TSS	HT_Yan_2372
CTSS16234	2690181	2690181	-	glrK	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3782
CTSS16235	2690186	2690186	-	glrK	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3783
CTSS16236	2690525	2690525	-	glrK	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21110,HT_Storz_21111
CTSS16237	2690527	2690527	-	glrK	Storz	LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21112
CTSS16238	2690541	2690541	+	glrK	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21113,HT_Storz_21114,HT_Storz_21115
CTSS16239	2690677	2690677	-	yfhK	Morett	454_data	1	0	0	NA	TSS	HT_Morett_3784
CTSS16240	2690732	2690732	+	glrK	Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	HT_Storz_21116
CTSS16241	2690936	2690936	-	glrK	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21117,HT_Storz_21118
CTSS16242	2691123	2691123	-	glrK,glrKp	Morett,Storz,Palsson,RegulonDB	triphosphate_enrichment,LB_2.0,M63_0.4,LB_0.4,exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock,Sigma70	1	1	0	UpSense,upstream/sense	TSS	HT_Morett_3785,HT_Storz_21119,HT_Storz_21120,HT_Storz_21121,HT_Palsson_4956,HT_Palsson_4957,HT_Palsson_4958,HT_Palsson_4959,ECK120010020
CTSS16243	2691155	2691155	+	glrK,glmY	Storz	M63_0.4	1	0	0	upstream/antisense,downstream/antisense	TSS	HT_Storz_21122,HT_Storz_21123
CTSS16244	2691243	2691243	+	Wade_p1524	Wade	NA	1	0	0	NA	TSS	Wade_p1524
CTSS16245	2691243	2691243	-	NA	Palsson	glutamine_nitrogen,heat_shock	1	0	0	NA	TSS	HT_Palsson_4960,HT_Palsson_4961
CTSS16246	2691340	2691340	-	glmY,b4441,b2556,b2555,b2554,glmYp1,glmYp2	Morett,Storz,Yan,Palsson,RegulonDB	triphosphate_enrichment,LB_2.0,M63_0.4,LB_0.4,M9,Rich,exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock,Sigma54,Sigma70	1	1	0	UpSense,upstream/sense	TSS	HT_Morett_3786,HT_Storz_21124,HT_Storz_21125,HT_Storz_21126,HT_Yan_2373,HT_Yan_2374,HT_Palsson_4962,HT_Palsson_4963,HT_Palsson_4964,HT_Palsson_4965,ECK120032981,ECK125095436
CTSS16247	2691389	2691389	-	glmY	Storz	LB_2.0,LB_0.4	1	0	0	upstream/sense	TSS	HT_Storz_21127,HT_Storz_21128
CTSS16248	2691399	2691399	+	glmY	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/antisense	TSS	HT_Storz_21129,HT_Storz_21130,HT_Storz_21131
CTSS16249	2691495	2691495	+	NA	Storz	LB_2.0	1	0	0	NA	TSS	HT_Storz_21132
CTSS16250	2691589	2691589	-	glmY	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/sense	TSS	HT_Storz_21133,HT_Storz_21134,HT_Storz_21135
CTSS16251	2692108	2692108	-	purL	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_21136
CTSS16252	2692195	2692195	+	purL	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21137,HT_Storz_21138,HT_Storz_21139
CTSS16253	2694788	2694788	+	purL	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21140,HT_Storz_21141
CTSS16254	2694827	2694827	+	purL	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21142,HT_Storz_21143,HT_Storz_21144
CTSS16255	2694924	2694924	-	purL	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3787
CTSS16256	2695571	2695571	+	mltF,purL	Storz	LB_2.0,M63_0.4	1	0	0	upstream/sense,upstream/antisense	TSS	HT_Storz_21145,HT_Storz_21146,HT_Storz_21147,HT_Storz_21148
CTSS16257	2695578	2695578	-	b2557	Yan	Rich	1	0	0	NA	TSS	HT_Yan_2375
CTSS16258	2695589	2695589	-	Wade_p4374,purL,b2557,purLp	Wade,Morett,Storz,Yan,Palsson,RegulonDB	triphosphate_enrichment,454_data,LB_2.0,M63_0.4,LB_0.4,M9,Rich,exponential_phase,glutamine_nitrogen,Sigma70	1	1	0	UpSense,upstream/sense	TSS	Wade_p4374,HT_Morett_3788,HT_Morett_3789,HT_Storz_21149,HT_Storz_21150,HT_Storz_21151,HT_Yan_2376,HT_Yan_2377,HT_Palsson_4966,HT_Palsson_4967,ECK120011014
CTSS16259	2695590	2695590	-	Wade_p4375	Wade	NA	1	0	0	NA	TSS	Wade_p4375
CTSS16260	2695728	2695728	+	mltF	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/sense	TSS	HT_Storz_21152,HT_Storz_21153,HT_Storz_21154
CTSS16261	2696524	2696524	+	mltF	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21155,HT_Storz_21156,HT_Storz_21157
CTSS16262	2696550	2696550	-	mltF	Storz	M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21158
CTSS16263	2697135	2697135	-	mltF	Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	HT_Storz_21159
CTSS16264	2697585	2697585	-	tadA	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21160,HT_Storz_21161,HT_Storz_21162
CTSS16265	2697755	2697755	-	tadA	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_3790
CTSS16266	2697881	2697881	-	Wade_p4376,tadA	Wade,Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase	1	0	0	upstream/sense	TSS	Wade_p4376,HT_Storz_21163,HT_Storz_21164,HT_Storz_21165,HT_Palsson_4968
CTSS16267	2697917	2697917	+	tadA,pgpC	Storz	LB_2.0,M63_0.4	1	0	0	upstream/antisense,intragenic/antisense	TSS	HT_Storz_21166,HT_Storz_21167,HT_Storz_21168,HT_Storz_21169
CTSS16268	2698071	2698071	-	tadA	Morett	454_data	1	0	0	NA	TSS	HT_Morett_3791
CTSS16269	2698091	2698091	-	Wade_p4377	Wade	NA	1	0	0	NA	TSS	Wade_p4377
CTSS16270	2698136	2698136	-	NA	Palsson	glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_4969
CTSS16271	2698283	2698283	-	NA	Palsson	stationary_phase,heat_shock	1	0	0	NA	TSS	HT_Palsson_4970,HT_Palsson_4971
CTSS16272	2698304	2698304	-	NA	Palsson	glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_4972
CTSS16273	2698411	2698411	-	NA	Palsson	heat_shock	1	0	0	NA	TSS	HT_Palsson_4973
CTSS16274	2698472	2698472	-	NA	Palsson	stationary_phase	1	0	0	NA	TSS	HT_Palsson_4974
CTSS16275	2698544	2698544	-	pgpC	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21170,HT_Storz_21171
CTSS16276	2698584	2698584	-	NA	Palsson	heat_shock	1	0	0	NA	TSS	HT_Palsson_4975
CTSS16277	2698591	2698591	-	Wade_p4378	Wade	NA	1	0	0	NA	TSS	Wade_p4378
CTSS16278	2698592	2698592	-	pgpC,b2560,b2559	Morett,Storz,Yan,Palsson	triphosphate_enrichment,LB_2.0,M63_0.4,LB_0.4,M9,Rich,stationary_phase,heat_shock	1	0	0	UpSense,upstream/sense	TSS	HT_Morett_3792,HT_Storz_21172,HT_Storz_21173,HT_Storz_21174,HT_Yan_2378,HT_Yan_2379,HT_Palsson_4976,HT_Palsson_4977
CTSS16279	2698593	2698593	-	yfhB	Morett	454_data	1	0	0	NA	TSS	HT_Morett_3793
CTSS16280	2698707	2698707	+	Wade_p1525,yfhH	Wade,Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	upstream/sense	TSS	Wade_p1525,HT_Storz_21175,HT_Storz_21176,HT_Storz_21177,HT_Palsson_4978,HT_Palsson_4979,HT_Palsson_4980,HT_Palsson_4981
CTSS16281	2698709	2698709	+	Wade_p1526	Wade	NA	1	0	0	NA	TSS	Wade_p1526
CTSS16282	2699149	2699149	+	yfhH	Storz	LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21178
CTSS16283	2699434	2699434	-	yfhH	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21179,HT_Storz_21180,HT_Storz_21181
CTSS16284	2699499	2699499	-	yfhH	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21182,HT_Storz_21183
CTSS16285	2699636	2699636	+	NA	Palsson	exponential_phase	1	0	0	NA	TSS	HT_Palsson_4982
CTSS16286	2699899	2699899	+	yfhL	Storz	M63_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21184
CTSS16287	2699944	2699944	-	yfhL	Storz	LB_0.4	1	0	0	downstream/antisense	TSS	HT_Storz_21185
CTSS16288	2700031	2700031	+	shoB	Storz	LB_2.0,M63_0.4	1	0	0	downstream/antisense	TSS	HT_Storz_21186,HT_Storz_21187
CTSS16289	2700291	2700291	-	shoBp	RegulonDB	Sigma70	0	1	0	NA	TSS	ECK120032972
CTSS16290	2700336	2700336	-	shoB	Morett,Storz,Palsson	triphosphate_enrichment,M63_0.4,LB_0.4,glutamine_nitrogen,heat_shock	1	0	0	UpSense,upstream/sense	TSS	HT_Morett_3794,HT_Storz_21188,HT_Storz_21189,HT_Palsson_4983,HT_Palsson_4984
CTSS16291	2700376	2700376	-	Wade_p4379,shoB	Wade,Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	upstream/sense	TSS	Wade_p4379,HT_Storz_21190,HT_Storz_21191,HT_Storz_21192,HT_Palsson_4985,HT_Palsson_4986,HT_Palsson_4987,HT_Palsson_4988
CTSS16292	2700377	2700377	-	Wade_p4380	Wade	NA	1	0	0	NA	TSS	Wade_p4380
CTSS16293	2700378	2700378	-	Wade_p4381	Wade	NA	1	0	0	NA	TSS	Wade_p4381
CTSS16294	2700478	2700478	+	Wade_p1527	Wade	NA	1	0	0	NA	TSS	Wade_p1527
CTSS16295	2700518	2700518	+	ohsCp	RegulonDB	Sigma70	0	1	0	NA	TSS	ECK120032971
CTSS16296	2700520	2700520	+	Wade_p1528,ohsC,acpS	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/sense,downstream/antisense	TSS	Wade_p1528,HT_Storz_21193,HT_Storz_21194,HT_Storz_21195,HT_Storz_21196,HT_Storz_21197,HT_Storz_21198
CTSS16297	2700585	2700585	-	ohsC	Storz	M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21199
CTSS16298	2700623	2700623	+	acpS	Storz	LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21200
CTSS16299	2700625	2700625	+	acpS	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_21201,HT_Storz_21202
CTSS16300	2700749	2700749	-	acpS	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_21203,HT_Storz_21204,HT_Storz_21205
CTSS16301	2700750	2700750	-	Wade_p4382	Wade	NA	1	0	0	NA	TSS	Wade_p4382
CTSS16302	2700995	2700995	+	acpS,pdxJ	Storz	M63_0.4	1	0	0	intragenic/antisense,downstream/antisense	TSS	HT_Storz_21206,HT_Storz_21207
CTSS16303	2701758	2701758	+	pdxJ,recO	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/antisense,intragenic/antisense	TSS	HT_Storz_21208,HT_Storz_21209,HT_Storz_21210,HT_Storz_21211,HT_Storz_21212,HT_Storz_21213
CTSS16304	2701812	2701812	-	b2565,b2564,b2563	Yan	M9,Rich	1	0	0	NA	TSS	HT_Yan_2380,HT_Yan_2381
CTSS16305	2701813	2701813	-	pdxJ,recO,pdxJp	Morett,Storz,RegulonDB	triphosphate_enrichment,LB_2.0,M63_0.4	1	1	0	UpSense,upstream/sense,intragenic/sense	TSS	HT_Morett_3795,HT_Storz_21214,HT_Storz_21215,HT_Storz_21216,HT_Storz_21217,ECK120010725
CTSS16306	2701814	2701814	-	Wade_p4383	Wade	NA	1	0	0	NA	TSS	Wade_p4383
CTSS16307	2701816	2701816	-	Wade_p4384	Wade	NA	1	0	0	NA	TSS	Wade_p4384
