ctg_id	start	stop	strand	reported_bnumbers	valid_bnumbers	type
CCTG2209	2425955	2427937	-	b2310,b2309	b2309,b2310	CTG
CCTG2210	2426826	2427937	-	b2310	b2310	CTG
CCTG2211	2428023	2430800	-	b2313,b2312,b2311	b2311,b2312,b2313	CTG
CCTG2212	2428030	2428626	-	b2311	b2311	CTG
CCTG2213	2428490	2431937	-	b2315,b2314,b2313,b2312,b2311	b2312,b2313,b2314	CTG
CCTG2214	2428683	2430799	-	b2313,b2312	b2312,b2313	CTG
CCTG2215	2429970	2433972	-	b2316,b2315,b2314,b2313,b2312	b2313,b2314,b2315,b2316	CTG
CCTG2216	2429987	2431937	-	b2315,b2314,b2313,b2312	b2313,b2314	CTG
CCTG2217	2430572	2434014	-	b2316,b2315,b2314,b2313,b2316,b2315,b2314	b2314,b2315,b2316	CTG
CCTG2218	2430784	2431873	-	b2315,b2314	b2314	CTG
CCTG2219	2430850	2432942	-	b2315,b2314	b2314,b2315	CTG
CCTG2220	2431600	2435324	-	b2318,b2317,b2316,b2315,b2314	b2315,b2316,b2317	CTG
CCTG2221	2432963	2434015	-	b2316	b2316	CTG
CCTG2222	2432968	2435324	-	b2318,b2317,b2316	b2316,b2317	CTG
CCTG2223	2433045	2436890	-	b2320,b2319,b2318,b2317,b2316,b2319,b2318,b2317	b2317,b2318,b2319	CTG
CCTG2224	2433275	2437884	-	b2320,b2319,b2318,b2317,b2316,b2320,b2319,b2318,b2317	b2317,b2318,b2319,b2320	CTG
CCTG2225	2434504	2437944	-	b2320,b2319,b2318,b2317,b2320,b2319,b2318	b2318,b2319,b2320	CTG
CCTG2226	2436669	2437883	-	b2320	b2320	CTG
CCTG2227	2437912	2438945	+	b2321	b2321	CTG
CCTG2228	2438269	2441641	-	b2323,b2322	b2322,b2323	CTG
CCTG2229	2438495	2440239	-	b2322	b2322	CTG
CCTG2230	2440279	2441641	-	b2323	b2323	CTG
CCTG2231	2441738	2444219	+	b2324	b2324	CTG
CCTG2232	2443438	2447628	-	b2330,b2329,b2328,b2327,b2326,b2325	b2325,b2326,b2327,b2328,b2329	CTG
CCTG2233	2443891	2448440	-	b2330,b2329,b2328,b2327,b2326,b2325	b2325,b2326,b2327,b2328,b2329,b2330	CTG
CCTG2234	2444009	2448472	-	b2330,b2329,b2328,b2327,b2326,b2325	b2326,b2327,b2328,b2329,b2330	CTG
CCTG2235	2444105	2447628	-	b2330,b2329,b2328,b2327,b2326,b2325	b2326,b2327,b2328,b2329	CTG
CCTG2236	2448220	2449841	+	b2331	b2331	CTG
CCTG2237	2449228	2455001	-	b4661,b2336,b2335,b2334,b2333,b2332	b2332,b2333,b2334,b2335,b2336,b4661	CTG
CCTG2238	2455083	2455646	-	b2339	b2339	CTG
CCTG2239	2456113	2456999	-	b2340	b2340	CTG
CCTG2240	2456729	2460511	-	b2342,b2341,b2340,b2342,b2341	b2341,b2342	CTG
CCTG2241	2459641	2460979	-	b2343,b2342,b2343	b2343	CTG
CCTG2242	2461205	2462955	+	b2344	b2344	CTG
CCTG2243	2463012	2464070	+	b2345	b2345	CTG
CCTG2244	2463995	2465215	-	b2346	b2346	CTG
CCTG2245	2465301	2466233	+	b2347	b2347	CTG
CCTG2246	2466308	2466383	+	b2348	b2348	CTG
CCTG2247	2466514	2468547	+	b2349,b2350,b2351	b2349,b2350	CTG
CCTG2248	2466514	2469901	+	b2349,b2350,b2351,b2352	b2349,b2350,b2351	CTG
CCTG2249	2466515	2467702	+	b2349	b2349	CTG
CCTG2250	2467830	2471136	+	b2350,b2351,b2352,b2353,b2350,b2351,b2352	b2350,b2351,b2352	CTG
CCTG2251	2470472	2470665	-	ECK125229288	ECK125229288	CTG
CCTG2252	2470497	2470643	-	b4780	b4780	CTG
CCTG2253	2471077	2473246	-	b2358,b2357,b2356,b2355,b2354	b2354,b2355,b2356,b2357,b2358	CTG
CCTG2254	2473604	2474856	+	b2359,b2360	b2359,b2360	CTG
CCTG2255	2474984	2476178	+	b2361,b2362,b2363	b2361,b2362,b2363	CTG
CCTG2256	2476094	2476234	+	b4545	b4545	CTG
CCTG2257	2476310	2476510	+	b4501	b4501	CTG
CCTG2258	2476353	2477746	-	b2364	b2364	CTG
CCTG2259	2477821	2480530	+	b2365,b2366	b2365,b2366	CTG
CCTG2260	2479121	2480530	+	b2366	b2366	CTG
CCTG2261	2480638	2483448	-	b2368,b2367	b2367,b2368	CTG
CCTG2262	2483629	2486957	+	b2369,b2370	b2369	CTG
CCTG2263	2483631	2487967	+	b2369,b2370	b2369,b2370	CTG
CCTG2264	2483729	2483758	+	b4781	b4781	CTG
CCTG2265	2488023	2489168	-	b2371	b2371	CTG
CCTG2266	2488023	2494433	-	b2375,b2374,b2373,b2372,b2371	b2371,b2372,b2373,b2374,b2375	CTG
CCTG2267	2489242	2490186	-	b2372	b2372	CTG
CCTG2268	2490256	2491950	-	b2373	b2373	CTG
CCTG2269	2492004	2493439	-	b2374	b2374	CTG
CCTG2270	2494697	2495334	-	b2377	b2377	CTG
CCTG2271	2494698	2494973	+	b2376	b2376	CTG
CCTG2272	2495578	2496565	+	b2378	b2378	CTG
CCTG2273	2496399	2498399	-	b2379	b2379	CTG
CCTG2274	2496921	2496992	+	b4680	b4680	CTG
CCTG2275	2498646	2502170	+	b2380,b2381,b2382	b2380,b2381,b2382	CTG
CCTG2276	2500007	2502028	+	b2380,b2381,b2382	b2381,b2382	CTG
CCTG2277	2501990	2508242	-	b2387,b2386,b2385,b2384,b2383	b2383,b2384,b2385,b2386,b2387	CTG
CCTG2278	2508347	2509932	-	b2388	b2388	CTG
CCTG2279	2509630	2510886	+	b2389	b2389	CTG
CCTG2280	2511001	2511327	+	b2390	b2390	CTG
CCTG2281	2511135	2512734	-	b2392	b2392	CTG
CCTG2282	2512868	2515307	+	b2393,b2394,b2393	b2393	CTG
CCTG2283	2512868	2515827	+	b2393,b2394	b2393,b2394	CTG
CCTG2284	2514331	2515443	+	b2394	b2394	CTG
CCTG2285	2515643	2517832	-	b2395	b2395	CTG
CCTG2286	2518002	2518253	-	b2397,b2396	b2396,b2397	CTG
CCTG2287	2518406	2519442	+	b2398,b2399	b2398,b2399	CTG
CCTG2288	2518633	2520784	-	b2400	b2400	CTG
CCTG2289	2520920	2521519	+	b2401,b2402,b2403,b2404	b2401,b2402,b2403,b2404	CTG
CCTG2290	2521334	2522563	-	b2405	b2405	CTG
CCTG2291	2522698	2524375	-	b2406	b2406	CTG
CCTG2292	2522698	2524910	-	b2407,b2406	b2406,b2407	CTG
CCTG2293	2525127	2525891	+	b2408	b2408	CTG
CCTG2294	2525822	2526882	-	b2409	b2409	CTG
CCTG2295	2526925	2528197	+	b2410	b2410	CTG
CCTG2296	2527698	2530234	-	b2411,b4546	b4546,b2411	CTG
CCTG2297	2527785	2531280	-	b2412,b2411,b4546	b4546,b2411,b2412	CTG
CCTG2298	2528062	2531375	-	b2412,b2411,b4546	b2411,b2412	CTG
CCTG2299	2529253	2529483	-	ECK125121989	ECK125121989	CTG
CCTG2300	2530247	2531233	-	b2412	b2412	CTG
CCTG2301	2531423	2532288	+	b2413	b2413	CTG
CCTG2302	2531423	2533534	+	b2413,b2414	b2413,b2414	CTG
CCTG2303	2532342	2533432	+	b2414	b2414	CTG
CCTG2304	2532376	2535651	+	b2414,b2415,b2416	b2414,b2415	CTG
CCTG2305	2532376	2536387	+	b2414,b2415,b2416,b2417	b2414,b2415,b2416,b2417	CTG
CCTG2306	2533498	2536592	+	b2415,b2416,b2417	b2415,b2416,b2417	CTG
CCTG2307	2533600	2534344	+	b2415,b2416	b2415	CTG
CCTG2308	2533731	2536175	+	b2415,b2416,b2417	b2415,b2416	CTG
CCTG2309	2534787	2536472	+	b2416,b2417,b2417	b2417	CTG
CCTG2310	2536342	2537319	-	b2418	b2418	CTG
CCTG2311	2537314	2538641	+	b2419,b2420	b2419,b2420	CTG
CCTG2312	2537904	2539704	-	b2421	b2421	CTG
CCTG2313	2538672	2543557	-	b2425,b2424,b2423,b2422,b2421	b2421,b2422,b2423,b2424,b2425	CTG
CCTG2314	2539623	2543558	-	b2425,b2424,b2423,b2422	b2422,b2423,b2424,b2425	CTG
CCTG2315	2541862	2544664	-	b2426,b2425,b2424	b2425,b2426	CTG
CCTG2316	2543622	2544671	-	b2426	b2426	CTG
CCTG2317	2544752	2545793	-	b2427	b2427	CTG
CCTG2318	2545693	2549501	+	b2428,b2429,b2430	b2428,b2429,b2430	CTG
CCTG2319	2545732	2549232	+	b2428,b2429,b2430,b2428,b2429	b2428,b2429	CTG
CCTG2320	2549231	2550590	-	b2431	b2431	CTG
CCTG2321	2549405	2552167	-	b2434,b2433,b2432,b2431	b2431,b2432,b2433,b2434	CTG
CCTG2322	2549646	2551243	-	b2432,b2431	b2431,b2432	CTG
CCTG2323	2549750	2552167	-	b2434,b2433,b2432,b2431	b2432,b2433,b2434	CTG
CCTG2324	2551277	2552138	-	b2434,b2433	b2433,b2434	CTG
CCTG2325	2552241	2554700	+	b2435,b2436	b2435,b2436	CTG
CCTG2326	2552951	2554447	+	b2435,b2436,b2436	b2436	CTG
CCTG2327	2554130	2558679	-	b2441,b2440,b2439,b2438,b2437	b2437,b2438,b2439,b2440,b2441	CTG
CCTG2328	2554903	2558838	-	b2441,b2440,b2439,b2438,b2437,b2441,b2440,b2439,b2438	b2438,b2439,b2440,b2441	CTG
CCTG2329	2558775	2560191	+	b2442	b2442	CTG
CCTG2330	2560257	2560898	+	b2443	b2443	CTG
CCTG2331	2561368	2561993	+	b2444,b2445	b2444,b2445	CTG
CCTG2332	2562053	2563117	+	b2446,b2447	b2446,b2447	CTG
CCTG2333	2563592	2564372	+	b2448,b2449	b2448,b2449	CTG
CCTG2334	2564523	2565332	+	b2450	b2450	CTG
CCTG2335	2565481	2568107	-	b2452,b2451	b2451,b2452	CTG
CCTG2336	2568324	2572050	-	b2456,b2455,b2454,b2453	b2453,b2454,b2455,b2456	CTG
CCTG2337	2572157	2575805	-	b2462,b2461,b2460,b2459,b2458,b2457	b2457,b2458,b2459,b2460,b2461,b2462	CTG
CCTG2338	2574811	2578531	-	b2463,b2462,b2461,b2460	b2461,b2462,b2463	CTG
CCTG2339	2575777	2578917	-	b2463,b2462,b2463	b2463	CTG
CCTG2340	2578570	2581877	+	b2464,b2465	b2464,b2465	CTG
CCTG2341	2578608	2579616	+	b2464	b2464	CTG
CCTG2342	2579308	2581639	+	b2465	b2465	CTG
CCTG2343	2581734	2582777	-	b2466	b2466	CTG
CCTG2344	2582597	2583501	-	b2467,b2466,b2467	b2467	CTG
CCTG2345	2583277	2585567	-	b2468,b2467,b2468	b2468	CTG
CCTG2346	2585577	2587431	+	b2469	b2469	CTG
CCTG2347	2587475	2590708	+	b2470	b2470	CTG
CCTG2348	2590807	2590970	-	b4606	b4606	CTG
CCTG2349	2591166	2593227	+	b2471,b2472,b4547	b2471,b2472,b4547	CTG
CCTG2350	2591560	2593230	+	b2472,b4547,b2471,b2472,b4547	b2472,b4547	CTG
CCTG2351	2592757	2596784	-	b2475,b2474,b2473	b2473,b2474,b2475	CTG
CCTG2352	2592874	2593789	-	b2473	b2473	CTG
CCTG2353	2592923	2595892	-	b2475,b2474,b2473	b2473,b2474	CTG
CCTG2354	2593844	2596737	-	b2475,b2474	b2474,b2475	CTG
CCTG2355	2594529	2596784	-	b2475,b2474	b2475	CTG
CCTG2356	2595280	2597781	-	b2476,b2475,b2474	b2475,b2476	CTG
CCTG2357	2595613	2599784	-	b2478,b2477,b2476,b2475,b2474	b2475,b2476,b2477,b2478	CTG
CCTG2358	2595677	2599233	-	b2478,b2477,b2476,b2475,b2474	b2475,b2476,b2477	CTG
CCTG2359	2596058	2599352	-	b2478,b2477,b2476,b2475	b2476,b2477	CTG
CCTG2360	2596861	2597781	-	b2476	b2476	CTG
CCTG2361	2597631	2599661	-	b2478,b2477,b2477	b2477	CTG
CCTG2362	2597797	2599784	-	b2478,b2477	b2477,b2478	CTG
CCTG2363	2599806	2600478	+	b2479	b2479	CTG
CCTG2364	2599806	2601180	+	b2479,b2480	b2479,b2480	CTG
CCTG2365	2600436	2600996	+	b2479,b2480,b2480	b2480	CTG
CCTG2366	2601171	2614782	+	b2481,b2482,b2483,b2484,b2485,b2486,b2487,b2488,b2489,b2490,b2491,b2492	b2481,b2482,b2483,b2484,b2485,b2486,b2487,b2488,b2489,b2490,b2491,b2492	CTG
CCTG2367	2614372	2615915	-	b2493	b2493	CTG
CCTG2368	2615987	2618414	+	b2494,b2495	b2494,b2495	CTG
CCTG2369	2616958	2618043	+	b2494,b2495	b2495	CTG
CCTG2370	2617738	2620909	-	b2498,b2497,b2496	b2496,b2497,b2498	CTG
CCTG2371	2617759	2618805	-	b2496	b2496	CTG
CCTG2372	2618838	2620909	-	b2498,b2497	b2497,b2498	CTG
CCTG2373	2620201	2620909	-	b2498	b2498	CTG
CCTG2374	2621152	2625066	+	b2499,b2500,b2499,b2500,b2501	b2499,b2500	CTG
CCTG2375	2622200	2622915	+	b2499,b2500	b2500	CTG
CCTG2376	2622200	2626175	+	b2499,b2500,b2501,b2502	b2500,b2501	CTG
CCTG2377	2622976	2626479	+	b2501,b2502	b2501	CTG
CCTG2378	2622977	2626656	+	b2501,b2502	b2501,b2502	CTG
CCTG2379	2626695	2629031	-	b2503	b2503	CTG
CCTG2380	2629251	2629573	+	b2504	b2504	CTG
CCTG2381	2629792	2630865	+	b2505,b2506	b2505,b2506	CTG
CCTG2382	2630660	2634107	-	b2508,b2507	b2507,b2508	CTG
CCTG2383	2630768	2632715	-	b2508,b2507	b2507	CTG
CCTG2384	2634196	2635862	+	b2509	b2509	CTG
CCTG2385	2635430	2637853	-	b2512,b2511,b2510	b2510,b2511	CTG
CCTG2386	2635599	2635814	-	b2510	b2510	CTG
CCTG2387	2635862	2638975	-	b2513,b2512,b2511,b2512,b2511	b2511,b2512	CTG
CCTG2388	2636302	2639578	-	b2514,b2513,b2512,b2511	b2512,b2513	CTG
CCTG2389	2637305	2640641	-	b2514,b2513,b2512,b2511,b2514,b2513,b2512	b2512,b2513,b2514	CTG
CCTG2390	2637593	2641981	-	b2516,b2515,b2514,b2513,b2512	b2513,b2514,b2515	CTG
CCTG2391	2638663	2639433	-	b2513	b2513	CTG
CCTG2392	2638983	2643004	-	b2516,b2515,b2514,b2513	b2514,b2515,b2516	CTG
CCTG2393	2639301	2640642	-	b2514	b2514	CTG
CCTG2394	2640595	2641804	-	b2515,b4761	b4761,b2515	CTG
CCTG2395	2640805	2643004	-	b2516,b2515,b2516	b2516	CTG
CCTG2396	2641029	2644913	-	b2518,b2517,b2516,b2515	b2516,b2517,b2518	CTG
CCTG2397	2641141	2644379	-	b2517,b2516,b2515	b2516,b2517	CTG
CCTG2398	2643129	2644283	-	b2517	b2517	CTG
CCTG2399	2644335	2644913	-	b2518	b2518	CTG
CCTG2400	2645013	2652324	-	b2520,b2519	b2519,b2520	CTG
CCTG2401	2651686	2652078	-	ECK125121983	ECK125121983	CTG
CCTG2402	2652386	2653513	+	b2521	b2521	CTG
CCTG2403	2653855	2654158	+	b4440	b4440	CTG
CCTG2404	2654157	2654933	-	b2522	b2522	CTG
CCTG2405	2655075	2656358	-	b2523	b2523	CTG
CCTG2406	2655356	2658990	-	b2527,b2526,b2525,b2524,b2523	b2524,b2525,b2526	CTG
CCTG2407	2656506	2659524	-	b2527,b2526,b2525,b2524	b2524,b2525,b2526,b2527	CTG
CCTG2408	2656916	2660232	-	b2529,b2528,b2527,b2526,b2525	b2526,b2527,b2528	CTG
CCTG2409	2656972	2658990	-	b2527,b2526,b2525	b2526	CTG
CCTG2410	2658168	2662200	-	b2531,b2530,b2529,b2528,b2527,b2526	b2527,b2528,b2529,b2530,b2531	CTG
CCTG2411	2659026	2663347	-	b2532,b2531,b2530,b2529,b2528,b2527	b2528,b2529,b2530,b2531,b2532	CTG
CCTG2412	2659482	2661560	-	b2530,b2529,b2528	b2528,b2529,b2530	CTG
CCTG2413	2659563	2662199	-	b2531,b2530,b2529,b2528	b2528,b2529,b2530,b2531	CTG
CCTG2414	2660848	2663347	-	b2532,b2531,b2530	b2531,b2532	CTG
CCTG2415	2662583	2663323	-	b2532	b2532	CTG
CCTG2416	2663405	2664504	+	b2533,b2533,b2534	b2533	CTG
CCTG2417	2664390	2665244	+	b2534	b2534	CTG
CCTG2418	2665400	2666943	+	b2535	b2535	CTG
CCTG2419	2666525	2667864	-	b2536	b2536	CTG
CCTG2420	2666978	2668937	-	b2537,b4706,b2536	b2537,b4706	CTG
CCTG2421	2668006	2668964	-	b2537	b2537	CTG
CCTG2422	2668982	2673249	+	b2538,b2539,b2540,b2541,b2542	b2538,b2539,b2540,b2541,b2542	CTG
CCTG2423	2673346	2673768	+	b2543	b2543	CTG
CCTG2424	2673816	2675761	-	b2545,b2544	b2544,b2545	CTG
CCTG2425	2675827	2679367	-	b2548,b2547,b2546	b2546,b2547,b2548	CTG
CCTG2426	2679464	2682745	-	b2549	b2549	CTG
CCTG2427	2682863	2684056	+	b2550	b2550	CTG
CCTG2428	2683640	2685574	-	b2551	b2551	CTG
CCTG2429	2685796	2687262	+	b2552	b2552	CTG
CCTG2430	2686846	2687526	-	b2553	b2553	CTG
CCTG2431	2687070	2688803	-	b2554,b2553	b2553,b2554	CTG
CCTG2432	2687469	2688803	-	b2554	b2554	CTG
CCTG2433	2687477	2691340	-	b4441,b2556,b2555,b2554	b2555,b2556,b4441	CTG
CCTG2434	2688793	2689506	-	b2555	b2555	CTG
CCTG2435	2689671	2691123	-	b2556	b2556	CTG
CCTG2436	2691157	2691340	-	b4441	b4441	CTG
CCTG2437	2691570	2695589	-	b2557	b2557	CTG
CCTG2438	2695767	2697357	+	b2558	b2558	CTG
CCTG2439	2697239	2698638	-	b2560,b2559	b2559,b2560	CTG
CCTG2440	2698759	2699607	+	b2561	b2561	CTG
CCTG2441	2699663	2699923	+	b2562	b2562	CTG
CCTG2442	2700117	2700291	-	b4687	b4687	CTG
CCTG2443	2700518	2700596	+	b4608	b4608	CTG
CCTG2444	2700555	2701813	-	b2565,b2564,b2563,b2564,b2563	b2563,b2564	CTG
CCTG2445	2700618	2704223	-	b2567,b2566,b2565,b2564,b2563	b2563,b2564,b2565,b2566,b2567	CTG
CCTG2446	2702481	2704223	-	b2567,b2566	b2566,b2567	CTG
CCTG2447	2702987	2704223	-	b2567,b2566	b2567	CTG
CCTG2448	2703411	2707209	-	b2569,b2568,b2567,b2569,b2568	b2568,b2569	CTG
CCTG2449	2705019	2707209	-	b2569,b2568	b2569	CTG
CCTG2450	2705355	2709034	-	b2572,b2571,b2570,b2569	b2570,b2571	CTG
CCTG2451	2706318	2709632	-	b2573,b2572,b2571,b2570,b2569,b2572,b2571,b2570	b2570,b2571,b2572	CTG
CCTG2452	2706910	2710165	-	b2573,b2572,b2571,b2570,b2569,b2573,b2572,b2571,b2570	b2570,b2571,b2572,b2573	CTG
CCTG2453	2707322	2710393	-	b4725,b2573,b2572,b2571,b2570	b2570,b2571,b2572,b2573,b4725	CTG
CCTG2454	2707821	2710230	-	b2573,b2572,b2571	b2572,b2573	CTG
CCTG2455	2708660	2709632	-	b2573,b2572,b2571	b2572	CTG
CCTG2456	2709046	2710229	-	b2573,b2572	b2573	CTG
CCTG2457	2710357	2712582	+	b2574	b2574	CTG
CCTG2458	2711842	2712801	-	b2575	b2575	CTG
CCTG2459	2712764	2714549	+	b2576	b2576	CTG
CCTG2460	2714122	2715386	-	b2577	b2577	CTG
CCTG2461	2715423	2716010	+	b2578	b2578	CTG
CCTG2462	2715534	2716523	-	b2579	b2579	CTG
CCTG2463	2716729	2717971	+	b2580	b2580	CTG
CCTG2464	2717305	2718659	-	b2581	b2581	CTG
CCTG2465	2718674	2719305	+	b2582,b2583,b2582	b2582	CTG
CCTG2466	2719204	2721442	+	b2583,b2584	b2583	CTG
CCTG2467	2719223	2722613	+	b2583,b2584	b2583,b2584	CTG
CCTG2468	2719930	2723222	+	b2584,b2585,b2584	b2584	CTG
CCTG2469	2722286	2724260	+	b2584,b2585,b2586,b2585	b2585	CTG
CCTG2470	2722286	2724703	+	b2584,b2585,b2586,b2585,b2586	b2585,b2586	CTG
CCTG2471	2722702	2722743	+	b4782	b4782	CTG
CCTG2472	2723523	2725811	-	b2587	b2587	CTG
CCTG2473	2724128	2724451	+	b2586	b2586	CTG
CCTG2474	2725925	2725987	+	b4783	b4783	CTG
CCTG2475	2726069	2726188	-	b2588	b2588	CTG
CCTG2476	2726069	2731448	-	b2591,b2590,b2589,b2588	b2588,b2589,b2590,b2591	CTG
CCTG2477	2727469	2731448	-	b2591,b2590,b2589	b2590,b2591	CTG
CCTG2478	2727768	2729910	-	b2591,b2590,b2589	b2590	CTG
CCTG2479	2729514	2731329	-	b2591	b2591	CTG
CCTG2480	2729929	2734293	-	b4609,b2592,b2591,b4609,b2592,b2592	b2592	CTG
CCTG2481	2731950	2736065	-	b2594,b2593,b4609,b2592	b4609,b2593,b2594	CTG
CCTG2482	2734153	2734295	-	b4609	b4609	CTG
CCTG2483	2734303	2736011	-	b2594,b2593	b2593,b2594	CTG
CCTG2484	2735959	2737073	+	b2595,b2596,b2595	b2595	CTG
CCTG2485	2737104	2737552	+	b2597	b2597	CTG
CCTG2486	2737123	2737721	+	b2597,b2598	b2597,b2598	CTG
CCTG2487	2737579	2739067	+	b2598,b2599	b2598,b2599	CTG
CCTG2488	2738090	2741201	-	b2601,b2600	b2600,b2601	CTG
CCTG2489	2741360	2741725	+	b2602	b2602	CTG
CCTG2490	2741823	2744102	+	b2603,b2604,b2605,b2603,b2604	b2603,b2604	CTG
CCTG2491	2741824	2744169	+	b2603,b2604,b2605	b2603,b2604,b2605	CTG
CCTG2492	2743113	2746254	-	b2609,b2608,b2607,b2606	b2606,b2607,b2608,b2609	CTG
CCTG2493	2743888	2747853	-	b2610,b2609,b2608,b2607,b2606	b2606,b2607,b2608,b2609,b2610	CTG
CCTG2494	2744124	2746174	-	b2609,b2608,b2607,b2606	b2606,b2607,b2608	CTG
CCTG2495	2744205	2744454	-	ECK125121987	ECK125121987	CTG
CCTG2496	2745206	2747558	-	b2610,b2609,b2608,b2607	b2608,b2609	CTG
CCTG2497	2745624	2748185	-	b2610,b2609,b2608	b2609,b2610	CTG
CCTG2498	2746209	2747853	-	b2610	b2610	CTG
CCTG2499	2747931	2750537	+	b2611,b4461	b2611,b4461	CTG
CCTG2500	2747962	2748753	+	b2611	b2611	CTG
CCTG2501	2748774	2750060	+	b4461	b4461	CTG
CCTG2502	2749591	2750747	-	b2614	b2614	CTG
CCTG2503	2750708	2752574	+	b2615,b2616,b2615	b2615	CTG
CCTG2504	2750765	2753559	+	b2615,b2616	b2615,b2616	CTG
CCTG2505	2751758	2753851	+	b2616,b2617,b2616	b2616	CTG
CCTG2506	2751758	2754002	+	b2616,b2617	b2616,b2617	CTG
CCTG2507	2753486	2754734	+	b2617	b2617	CTG
CCTG2508	2753656	2754748	-	b2619,b2618	b2618	CTG
CCTG2509	2754008	2754764	-	b2619,b2618	b2618,b2619	CTG
CCTG2510	2754831	2755438	+	b2620	b2620	CTG
CCTG2511	2754831	2756036	+	b2620,b2621	b2620,b2621	CTG
CCTG2512	2755585	2756640	+	b2621,b2621,b2622	b2621	CTG
CCTG2513	2756132	2757629	+	b2622	b2622	CTG
CCTG2514	2757644	2758600	-	b2623	b2623	CTG
CCTG2515	2758644	2758856	+	b2624	b2624	CTG
CCTG2516	2758985	2760394	+	b2625	b2625	CTG
CCTG2517	2760547	2761173	+	b2626	b2626	CTG
CCTG2518	2761351	2765153	-	b2628,b2627	b2627,b2628	CTG
CCTG2519	2761572	2765464	-	b2628,b2627	b2628	CTG
CCTG2520	2765513	2765776	-	b2629	b2629	CTG
CCTG2521	2765893	2767222	+	b2630,b2631,b2630	b2630	CTG
CCTG2522	2765893	2767490	+	b2630,b2631	b2630,b2631	CTG
CCTG2523	2766707	2767355	+	b2631	b2631	CTG
CCTG2524	2767710	2769486	+	b2632,b2633	b2632,b2633	CTG
CCTG2525	2769703	2771615	+	b2634,b2635,b2636,b2637	b2634,b2635,b2636,b2637	CTG
CCTG2526	2771840	2772154	-	b2638	b2638	CTG
CCTG2527	2772167	2773182	-	b2641	b2641	CTG
CCTG2528	2773285	2775241	+	b2642	b2642	CTG
CCTG2529	2775545	2775816	+	b4644	b4644	CTG
CCTG2530	2775919	2777782	+	b2643,b2644,b4548,b2645,b2646	b2643,b2644,b4548,b2645,b2646	CTG
CCTG2531	2778146	2782726	-	b2647	b2647	CTG
CCTG2532	2783065	2783304	-	b2648	b2648	CTG
CCTG2533	2783638	2784818	-	b2649	b2649	CTG
CCTG2534	2784529	2785011	-	b2650	b2650	CTG
CCTG2535	2785762	2785837	-	b2652	b2652	CTG
CCTG2536	2786397	2788649	+	b4462	b4462	CTG
CCTG2537	2788927	2795653	+	b2659,b2660,b2661,b2662,b2663	b2659,b2660,b2661,b2662,b2663	CTG
CCTG2538	2790912	2795653	+	b2661,b2662,b2663	b2661,b2662,b2663	CTG
CCTG2539	2795624	2796564	+	b2663,b2664,b2664	b2664	CTG
CCTG2540	2796337	2796814	-	b2665	b2665	CTG
CCTG2541	2796337	2797085	-	b2666,b2665	b2665,b2666	CTG
CCTG2542	2796870	2797085	-	b2666	b2666	CTG
CCTG2543	2797211	2798044	+	b2667,b2668	b2667,b2668	CTG
CCTG2544	2797837	2798578	-	b2669	b2669	CTG
CCTG2545	2798452	2800694	-	b2671,b2669,b2671	b2671	CTG
CCTG2546	2799084	2799733	+	b2670	b2670	CTG
CCTG2547	2800121	2800475	+	b2672	b2672	CTG
CCTG2548	2800619	2804687	+	b2673,b2674,b2675,b2676	b2673,b2674,b2675,b2676	CTG
CCTG2549	2804563	2808203	+	b2677,b2678,b2679	b2677,b2678,b2679	CTG
CCTG2550	2808316	2809493	+	b2681	b2681	CTG
CCTG2551	2809568	2813802	+	b2682,b2683,b2684,b2685,b2686	b2682,b2683,b2684,b2685	CTG
CCTG2552	2809617	2810679	+	b2682,b2683	b2682,b2683	CTG
CCTG2553	2810745	2814191	+	b2684,b2685,b2686	b2684,b2685,b2686	CTG
CCTG2554	2813248	2816874	-	b2689,b2688,b2687,b2688,b2687	b2687,b2688	CTG
CCTG2555	2813874	2817528	-	b2690,b2689,b2688,b2687	b2687,b2688,b2689,b2690	CTG
CCTG2556	2814218	2815065	-	b2687	b2687	CTG
CCTG2557	2814494	2816874	-	b2689,b2688,b2687,b2688	b2688	CTG
CCTG2558	2814802	2814873	+	b4442	b4442	CTG
CCTG2559	2816512	2817503	-	b2690,b2689	b2689,b2690	CTG
CCTG2560	2817552	2818700	-	b2695,b2694,b2693,b2692,b2691	b2691,b2692,b2693,b2694,b2695	CTG
CCTG2561	2817784	2817860	-	b2691	b2691	CTG
CCTG2562	2818054	2819189	-	b2696,b2695,b2694,b2693,b2692	b2692,b2693,b2694,b2695,b2696	CTG
CCTG2563	2818557	2822090	-	b2697,b2696,b2695,b2697,b2696	b2696,b2697	CTG
CCTG2564	2818806	2819686	-	b2697,b2696,b2696	b2696	CTG
CCTG2565	2819381	2822090	-	b2697	b2697	CTG
CCTG2566	2820366	2823819	-	b2699,b2698,b2697,b2699,b2698	b2698,b2699	CTG
CCTG2567	2820939	2824373	-	b2700,b2699,b2698,b2697	b2698,b2699,b2700	CTG
CCTG2568	2822663	2823819	-	b2699	b2699	CTG
CCTG2569	2822663	2824373	-	b2700,b2699	b2699,b2700	CTG
CCTG2570	2822663	2825603	-	b2701,b2700,b2699	b2699,b2700,b2701	CTG
CCTG2571	2823849	2824394	-	b2700	b2700	CTG
CCTG2572	2824491	2825576	-	b2701	b2701	CTG
