promoter_id	start	stop	strand	type
CPROM10884	2220896	2220896	-	Promoter
CPROM10885	2220929	2220929	-	Promoter
CPROM10886	2221293	2221293	+	Promoter
CPROM10887	2221338	2221338	+	Promoter
CPROM10888	2222041	2222043	-	Promoter
CPROM10889	2222152	2222154	+	Promoter
CPROM10890	2222168	2222168	+	Promoter
CPROM10891	2222198	2222201	-	Promoter
CPROM10892	2222347	2222348	-	Promoter
CPROM10893	2222488	2222488	+	Promoter
CPROM10894	2222923	2222923	+	Promoter
CPROM10895	2223643	2223643	-	Promoter
CPROM10896	2223795	2223795	+	Promoter
CPROM10897	2223861	2223861	-	Promoter
CPROM10898	2224018	2224020	-	Promoter
CPROM10899	2224134	2224134	+	Promoter
CPROM10900	2224254	2224254	-	Promoter
CPROM10901	2224698	2224698	-	Promoter
CPROM10902	2224921	2224921	-	Promoter
CPROM10903	2224941	2224941	-	Promoter
CPROM10904	2225065	2225065	-	Promoter
CPROM10905	2225081	2225081	+	Promoter
CPROM10906	2225132	2225132	-	Promoter
CPROM10907	2225178	2225178	-	Promoter
CPROM10908	2225443	2225443	-	Promoter
CPROM10909	2225664	2225664	-	Promoter
CPROM10910	2225776	2225777	+	Promoter
CPROM10911	2225835	2225835	+	Promoter
CPROM10912	2227003	2227003	-	Promoter
CPROM10913	2227294	2227296	-	Promoter
CPROM10914	2227313	2227313	+	Promoter
CPROM10915	2227781	2227781	-	Promoter
CPROM10916	2228862	2228862	-	Promoter
CPROM10917	2228958	2228958	+	Promoter
CPROM10918	2229077	2229077	+	Promoter
CPROM10919	2229158	2229158	+	Promoter
CPROM10920	2229393	2229395	-	Promoter
CPROM10921	2229525	2229525	-	Promoter
CPROM10922	2229664	2229665	-	Promoter
CPROM10923	2230298	2230298	-	Promoter
CPROM10924	2230395	2230395	-	Promoter
CPROM10925	2230407	2230407	-	Promoter
CPROM10926	2230485	2230485	-	Promoter
CPROM10927	2230495	2230495	+	Promoter
CPROM10928	2230509	2230509	+	Promoter
CPROM10929	2230602	2230603	+	Promoter
CPROM10930	2230645	2230645	+	Promoter
CPROM10931	2230709	2230709	+	Promoter
CPROM10932	2230835	2230835	-	Promoter
CPROM10933	2231181	2231181	-	Promoter
CPROM10934	2231193	2231193	+	Promoter
CPROM10935	2231253	2231254	+	Promoter
CPROM10936	2231297	2231297	-	Promoter
CPROM10937	2231517	2231517	+	Promoter
CPROM10938	2231666	2231666	+	Promoter
CPROM10939	2231817	2231820	+	Promoter
CPROM10940	2232045	2232045	-	Promoter
CPROM10941	2232470	2232470	+	Promoter
CPROM10942	2232851	2232851	+	Promoter
CPROM10943	2232916	2232916	+	Promoter
CPROM10944	2233009	2233009	+	Promoter
CPROM10945	2233035	2233035	-	Promoter
CPROM10946	2233083	2233083	+	Promoter
CPROM10947	2233135	2233135	+	Promoter
CPROM10948	2233297	2233297	-	Promoter
CPROM10949	2233573	2233573	+	Promoter
CPROM10950	2233974	2233974	+	Promoter
CPROM10951	2233986	2233989	+	Promoter
CPROM10952	2233994	2233994	+	Promoter
CPROM10953	2234003	2234003	-	Promoter
CPROM10954	2234124	2234124	+	Promoter
CPROM10955	2234237	2234237	+	Promoter
CPROM10956	2234314	2234314	-	Promoter
CPROM10957	2234353	2234353	+	Promoter
CPROM10958	2235084	2235088	+	Promoter
CPROM10959	2235112	2235112	-	Promoter
CPROM10960	2235127	2235127	-	Promoter
CPROM10961	2236121	2236121	-	Promoter
CPROM10962	2236328	2236328	+	Promoter
CPROM10963	2236784	2236784	-	Promoter
CPROM10964	2237418	2237418	-	Promoter
CPROM10965	2238118	2238118	-	Promoter
CPROM10966	2238290	2238290	-	Promoter
CPROM10967	2238343	2238343	+	Promoter
CPROM10968	2238765	2238765	-	Promoter
CPROM10969	2239273	2239273	-	Promoter
CPROM10970	2239467	2239467	-	Promoter
CPROM10971	2240349	2240349	-	Promoter
CPROM10972	2240488	2240488	-	Promoter
CPROM10973	2240504	2240504	+	Promoter
CPROM10974	2240566	2240569	-	Promoter
CPROM10975	2240604	2240604	+	Promoter
CPROM10976	2240906	2240906	+	Promoter
CPROM10977	2240990	2240990	+	Promoter
CPROM10978	2241318	2241318	+	Promoter
CPROM10979	2241710	2241710	-	Promoter
CPROM10980	2241821	2241821	+	Promoter
CPROM10981	2243018	2243018	-	Promoter
CPROM10982	2243404	2243404	-	Promoter
CPROM10983	2243413	2243413	+	Promoter
CPROM10984	2243436	2243436	-	Promoter
CPROM10985	2243722	2243722	-	Promoter
CPROM10986	2243781	2243785	+	Promoter
CPROM10987	2243797	2243799	-	Promoter
CPROM10988	2243879	2243881	+	Promoter
CPROM10989	2244567	2244567	-	Promoter
CPROM10990	2244989	2244989	-	Promoter
CPROM10991	2245004	2245004	-	Promoter
CPROM10992	2245440	2245440	-	Promoter
CPROM10993	2245554	2245554	-	Promoter
CPROM10994	2245779	2245779	-	Promoter
CPROM10995	2246027	2246027	+	Promoter
CPROM10996	2246171	2246171	+	Promoter
CPROM10997	2246634	2246634	-	Promoter
CPROM10998	2246789	2246789	-	Promoter
CPROM10999	2246820	2246820	-	Promoter
CPROM11000	2246870	2246870	-	Promoter
CPROM11001	2246885	2246885	-	Promoter
CPROM11002	2246929	2246931	-	Promoter
CPROM11003	2246942	2246942	-	Promoter
CPROM11004	2247098	2247098	-	Promoter
CPROM11005	2247120	2247120	-	Promoter
CPROM11006	2247140	2247140	-	Promoter
CPROM11007	2247213	2247213	+	Promoter
CPROM11008	2247247	2247247	+	Promoter
CPROM11009	2247255	2247255	+	Promoter
CPROM11010	2247610	2247610	-	Promoter
CPROM11011	2247871	2247871	+	Promoter
CPROM11012	2248559	2248560	-	Promoter
CPROM11013	2248555	2248557	+	Promoter
CPROM11014	2248636	2248638	-	Promoter
CPROM11015	2248756	2248756	-	Promoter
CPROM11016	2248879	2248879	-	Promoter
CPROM11017	2249180	2249180	-	Promoter
CPROM11018	2249306	2249306	-	Promoter
CPROM11019	2249471	2249471	-	Promoter
CPROM11020	2249642	2249642	-	Promoter
CPROM11021	2249699	2249701	+	Promoter
CPROM11022	2249751	2249751	-	Promoter
CPROM11023	2249761	2249761	+	Promoter
CPROM11024	2249910	2249910	-	Promoter
CPROM11025	2249968	2249968	-	Promoter
CPROM11026	2249979	2249979	+	Promoter
CPROM11027	2250022	2250022	-	Promoter
CPROM11028	2250516	2250516	+	Promoter
CPROM11029	2250523	2250525	-	Promoter
CPROM11030	2250806	2250811	+	Promoter
CPROM11031	2251080	2251080	+	Promoter
CPROM11032	2251103	2251103	-	Promoter
CPROM11033	2251124	2251124	+	Promoter
CPROM11034	2251341	2251341	+	Promoter
CPROM11035	2251523	2251523	-	Promoter
CPROM11036	2251859	2251859	+	Promoter
CPROM11037	2251970	2251970	+	Promoter
CPROM11038	2252678	2252678	+	Promoter
CPROM11039	2253032	2253032	-	Promoter
CPROM11040	2253084	2253084	-	Promoter
CPROM11041	2253131	2253131	-	Promoter
CPROM11042	2253299	2253299	-	Promoter
CPROM11043	2253787	2253787	+	Promoter
CPROM11044	2254878	2254878	+	Promoter
CPROM11045	2255088	2255088	+	Promoter
CPROM11046	2255252	2255252	-	Promoter
CPROM11047	2255290	2255291	+	Promoter
CPROM11048	2256231	2256231	-	Promoter
CPROM11049	2256865	2256865	-	Promoter
CPROM11050	2256975	2256975	-	Promoter
CPROM11051	2257191	2257191	-	Promoter
CPROM11052	2257317	2257317	-	Promoter
CPROM11053	2257398	2257398	+	Promoter
CPROM11054	2259390	2259390	-	Promoter
CPROM11055	2259490	2259490	+	Promoter
CPROM11056	2259557	2259557	+	Promoter
CPROM11057	2260442	2260442	-	Promoter
CPROM11058	2260858	2260858	-	Promoter
CPROM11059	2261402	2261402	-	Promoter
CPROM11060	2261861	2261862	-	Promoter
CPROM11061	2261883	2261883	+	Promoter
CPROM11062	2262092	2262092	-	Promoter
CPROM11063	2262335	2262335	-	Promoter
CPROM11064	2262440	2262440	-	Promoter
CPROM11065	2262567	2262567	+	Promoter
CPROM11066	2262611	2262611	-	Promoter
CPROM11067	2263403	2263403	+	Promoter
CPROM11068	2263593	2263594	-	Promoter
CPROM11069	2263836	2263839	+	Promoter
CPROM11070	2264822	2264823	+	Promoter
CPROM11071	2264835	2264835	+	Promoter
CPROM11072	2265299	2265299	+	Promoter
CPROM11073	2265330	2265331	-	Promoter
CPROM11074	2265413	2265420	+	Promoter
CPROM11075	2265428	2265428	+	Promoter
CPROM11076	2265434	2265434	+	Promoter
CPROM11077	2265460	2265460	-	Promoter
CPROM11078	2265707	2265707	-	Promoter
CPROM11079	2265943	2265943	-	Promoter
CPROM11080	2265961	2265961	+	Promoter
CPROM11081	2266214	2266214	+	Promoter
CPROM11082	2266514	2266514	-	Promoter
CPROM11083	2266650	2266650	+	Promoter
CPROM11084	2266812	2266812	+	Promoter
CPROM11085	2267274	2267274	+	Promoter
CPROM11086	2267617	2267617	+	Promoter
CPROM11087	2267795	2267796	+	Promoter
CPROM11088	2267804	2267805	-	Promoter
CPROM11089	2268086	2268086	-	Promoter
CPROM11090	2268527	2268527	-	Promoter
CPROM11091	2268825	2268826	+	Promoter
CPROM11092	2269448	2269448	+	Promoter
CPROM11093	2269569	2269569	-	Promoter
CPROM11094	2269693	2269693	-	Promoter
CPROM11095	2269810	2269812	+	Promoter
CPROM11096	2269919	2269922	+	Promoter
CPROM11097	2269943	2269943	+	Promoter
CPROM11098	2270073	2270073	+	Promoter
CPROM11099	2270137	2270137	+	Promoter
CPROM11100	2270152	2270152	+	Promoter
CPROM11101	2270197	2270197	+	Promoter
CPROM11102	2270251	2270251	+	Promoter
CPROM11103	2270413	2270413	-	Promoter
CPROM11104	2270411	2270411	+	Promoter
CPROM11105	2270483	2270483	+	Promoter
CPROM11106	2270678	2270678	+	Promoter
CPROM11107	2270695	2270695	+	Promoter
CPROM11108	2271136	2271136	-	Promoter
CPROM11109	2271239	2271239	-	Promoter
CPROM11110	2271796	2271796	+	Promoter
CPROM11111	2272313	2272314	+	Promoter
CPROM11112	2272388	2272388	+	Promoter
CPROM11113	2273040	2273040	+	Promoter
CPROM11114	2273123	2273124	-	Promoter
CPROM11115	2273514	2273514	-	Promoter
CPROM11116	2274672	2274672	+	Promoter
CPROM11117	2275185	2275185	+	Promoter
CPROM11118	2275244	2275244	+	Promoter
CPROM11119	2275984	2275984	+	Promoter
CPROM11120	2276251	2276251	+	Promoter
CPROM11121	2276580	2276580	+	Promoter
CPROM11122	2276613	2276613	-	Promoter
CPROM11123	2277175	2277175	-	Promoter
CPROM11124	2277203	2277203	+	Promoter
CPROM11125	2277551	2277551	+	Promoter
CPROM11126	2277746	2277746	+	Promoter
CPROM11127	2277776	2277776	-	Promoter
CPROM11128	2277781	2277781	-	Promoter
CPROM11129	2277799	2277799	+	Promoter
CPROM11130	2278050	2278050	-	Promoter
CPROM11131	2278265	2278265	-	Promoter
CPROM11132	2278276	2278281	-	Promoter
CPROM11133	2278397	2278397	-	Promoter
CPROM11134	2278464	2278466	-	Promoter
CPROM11135	2278489	2278489	+	Promoter
CPROM11136	2278497	2278497	-	Promoter
CPROM11137	2278554	2278554	+	Promoter
CPROM11138	2278569	2278569	-	Promoter
CPROM11139	2278898	2278898	+	Promoter
CPROM11140	2279068	2279068	-	Promoter
CPROM11141	2279206	2279206	+	Promoter
CPROM11142	2279718	2279718	-	Promoter
CPROM11143	2279815	2279815	+	Promoter
CPROM11144	2280239	2280239	+	Promoter
CPROM11145	2280435	2280435	-	Promoter
CPROM11146	2280514	2280514	+	Promoter
CPROM11147	2280531	2280531	-	Promoter
CPROM11148	2280544	2280544	-	Promoter
CPROM11149	2280593	2280593	-	Promoter
CPROM11150	2280607	2280608	+	Promoter
CPROM11151	2280993	2280993	+	Promoter
CPROM11152	2281332	2281332	-	Promoter
CPROM11153	2281583	2281583	-	Promoter
CPROM11154	2282439	2282441	+	Promoter
CPROM11155	2282458	2282458	+	Promoter
CPROM11156	2282463	2282463	+	Promoter
CPROM11157	2282510	2282510	-	Promoter
CPROM11158	2282510	2282510	+	Promoter
CPROM11159	2282648	2282648	+	Promoter
CPROM11160	2282745	2282745	+	Promoter
CPROM11161	2283645	2283645	-	Promoter
CPROM11162	2283945	2283945	-	Promoter
CPROM11163	2283962	2283963	+	Promoter
CPROM11164	2283968	2283969	-	Promoter
CPROM11165	2284012	2284012	-	Promoter
CPROM11166	2284041	2284041	-	Promoter
CPROM11167	2284102	2284103	+	Promoter
CPROM11168	2284170	2284170	+	Promoter
CPROM11169	2284183	2284183	+	Promoter
CPROM11170	2284194	2284194	+	Promoter
CPROM11171	2284214	2284214	+	Promoter
CPROM11172	2284228	2284228	+	Promoter
CPROM11173	2284336	2284336	+	Promoter
CPROM11174	2284360	2284360	+	Promoter
CPROM11175	2284370	2284370	-	Promoter
CPROM11176	2284800	2284800	-	Promoter
CPROM11177	2285029	2285029	-	Promoter
CPROM11178	2285569	2285569	-	Promoter
CPROM11179	2285702	2285702	+	Promoter
CPROM11180	2285798	2285798	+	Promoter
CPROM11181	2286012	2286012	-	Promoter
CPROM11182	2286133	2286133	-	Promoter
CPROM11183	2286151	2286151	+	Promoter
CPROM11184	2286205	2286205	+	Promoter
CPROM11185	2286423	2286423	-	Promoter
CPROM11186	2286492	2286492	-	Promoter
CPROM11187	2286590	2286590	+	Promoter
CPROM11188	2286667	2286667	+	Promoter
CPROM11189	2286836	2286836	-	Promoter
CPROM11190	2286871	2286871	-	Promoter
CPROM11191	2286976	2286978	-	Promoter
CPROM11192	2287178	2287178	-	Promoter
CPROM11193	2287368	2287368	+	Promoter
CPROM11194	2287637	2287637	+	Promoter
CPROM11195	2287647	2287648	-	Promoter
CPROM11196	2287669	2287669	+	Promoter
CPROM11197	2287874	2287874	-	Promoter
CPROM11198	2287910	2287910	-	Promoter
CPROM11199	2288017	2288017	-	Promoter
CPROM11200	2288086	2288090	-	Promoter
CPROM11201	2288193	2288193	+	Promoter
CPROM11202	2288318	2288318	-	Promoter
CPROM11203	2288373	2288373	-	Promoter
CPROM11204	2288613	2288613	+	Promoter
CPROM11205	2288769	2288769	+	Promoter
CPROM11206	2288795	2288795	+	Promoter
CPROM11207	2288870	2288870	-	Promoter
CPROM11208	2290072	2290072	-	Promoter
CPROM11209	2290108	2290108	-	Promoter
CPROM11210	2290350	2290350	+	Promoter
CPROM11211	2290364	2290364	+	Promoter
CPROM11212	2290422	2290422	+	Promoter
CPROM11213	2290435	2290435	+	Promoter
CPROM11214	2290466	2290466	-	Promoter
CPROM11215	2290755	2290755	+	Promoter
CPROM11216	2291060	2291060	-	Promoter
CPROM11217	2291066	2291066	+	Promoter
CPROM11218	2291224	2291224	+	Promoter
CPROM11219	2291393	2291393	-	Promoter
CPROM11220	2291412	2291412	+	Promoter
CPROM11221	2292158	2292158	-	Promoter
CPROM11222	2292224	2292224	+	Promoter
CPROM11223	2295096	2295096	+	Promoter
CPROM11224	2295569	2295569	-	Promoter
CPROM11225	2296346	2296346	-	Promoter
CPROM11226	2296449	2296449	+	Promoter
CPROM11227	2297397	2297397	-	Promoter
CPROM11228	2297613	2297613	-	Promoter
CPROM11229	2297911	2297911	-	Promoter
CPROM11230	2297970	2297970	+	Promoter
CPROM11231	2298046	2298046	-	Promoter
CPROM11232	2298250	2298252	-	Promoter
CPROM11233	2299022	2299022	-	Promoter
CPROM11234	2299478	2299478	-	Promoter
CPROM11235	2299687	2299687	+	Promoter
CPROM11236	2300252	2300252	-	Promoter
CPROM11237	2300274	2300274	-	Promoter
CPROM11238	2301634	2301634	+	Promoter
CPROM11239	2301758	2301758	+	Promoter
CPROM11240	2301781	2301781	+	Promoter
CPROM11241	2301944	2301944	+	Promoter
CPROM11242	2301962	2301962	+	Promoter
CPROM11243	2302428	2302428	-	Promoter
CPROM11244	2302467	2302467	-	Promoter
CPROM11245	2302959	2302959	-	Promoter
CPROM11246	2303574	2303577	-	Promoter
CPROM11247	2303695	2303695	-	Promoter
CPROM11248	2303757	2303757	-	Promoter
CPROM11249	2303861	2303861	+	Promoter
CPROM11250	2304019	2304019	+	Promoter
CPROM11251	2304187	2304187	+	Promoter
CPROM11252	2304301	2304303	+	Promoter
CPROM11253	2304320	2304320	-	Promoter
CPROM11254	2305057	2305057	-	Promoter
CPROM11255	2305077	2305077	-	Promoter
CPROM11256	2305115	2305115	+	Promoter
CPROM11257	2305183	2305183	+	Promoter
CPROM11258	2305693	2305693	+	Promoter
CPROM11259	2305959	2305959	-	Promoter
CPROM11260	2305969	2305969	+	Promoter
CPROM11261	2306043	2306043	+	Promoter
CPROM11262	2306231	2306232	-	Promoter
CPROM11263	2306763	2306763	-	Promoter
CPROM11264	2306803	2306804	-	Promoter
CPROM11265	2306832	2306832	-	Promoter
CPROM11266	2307089	2307089	+	Promoter
CPROM11267	2307196	2307196	-	Promoter
CPROM11268	2307626	2307626	+	Promoter
CPROM11269	2308327	2308327	-	Promoter
CPROM11270	2308624	2308624	-	Promoter
CPROM11271	2308640	2308641	-	Promoter
CPROM11272	2308668	2308668	-	Promoter
CPROM11273	2308913	2308913	+	Promoter
CPROM11274	2308954	2308954	+	Promoter
CPROM11275	2310138	2310138	-	Promoter
CPROM11276	2310416	2310416	-	Promoter
CPROM11277	2310427	2310427	-	Promoter
CPROM11278	2310730	2310730	+	Promoter
CPROM11279	2311556	2311556	-	Promoter
CPROM11280	2311688	2311688	+	Promoter
CPROM11281	2311771	2311771	-	Promoter
CPROM11282	2311836	2311836	-	Promoter
CPROM11283	2311858	2311858	+	Promoter
CPROM11284	2311996	2311996	-	Promoter
CPROM11285	2312187	2312187	-	Promoter
CPROM11286	2312511	2312511	+	Promoter
CPROM11287	2312629	2312629	-	Promoter
CPROM11288	2312657	2312657	-	Promoter
CPROM11289	2312654	2312654	+	Promoter
CPROM11290	2312766	2312766	-	Promoter
CPROM11291	2312811	2312811	-	Promoter
CPROM11292	2312828	2312830	-	Promoter
CPROM11293	2312844	2312848	-	Promoter
CPROM11294	2312864	2312867	-	Promoter
CPROM11295	2312887	2312887	-	Promoter
CPROM11296	2313066	2313066	+	Promoter
CPROM11297	2313084	2313084	+	Promoter
CPROM11298	2313090	2313090	+	Promoter
CPROM11299	2313215	2313215	-	Promoter
CPROM11300	2313213	2313213	+	Promoter
CPROM11301	2313260	2313260	-	Promoter
CPROM11302	2313267	2313267	+	Promoter
CPROM11303	2313380	2313380	+	Promoter
CPROM11304	2313451	2313455	+	Promoter
CPROM11305	2314114	2314114	-	Promoter
CPROM11306	2314257	2314257	-	Promoter
CPROM11307	2314618	2314618	-	Promoter
CPROM11308	2315030	2315030	-	Promoter
CPROM11309	2315326	2315326	-	Promoter
CPROM11310	2315641	2315641	-	Promoter
CPROM11311	2315653	2315653	+	Promoter
CPROM11312	2315675	2315675	-	Promoter
CPROM11313	2315689	2315690	+	Promoter
CPROM11314	2315695	2315699	+	Promoter
CPROM11315	2315710	2315712	+	Promoter
CPROM11316	2315722	2315722	+	Promoter
CPROM11317	2315752	2315754	+	Promoter
CPROM11318	2315838	2315838	+	Promoter
CPROM11319	2315974	2315975	+	Promoter
CPROM11320	2316062	2316062	+	Promoter
CPROM11321	2316155	2316155	-	Promoter
CPROM11322	2316176	2316176	-	Promoter
CPROM11323	2316172	2316172	+	Promoter
CPROM11324	2316187	2316187	-	Promoter
CPROM11325	2316181	2316194	+	Promoter
CPROM11326	2316230	2316231	+	Promoter
CPROM11327	2316287	2316287	+	Promoter
CPROM11328	2316755	2316755	+	Promoter
CPROM11329	2316920	2316920	-	Promoter
CPROM11330	2317070	2317070	-	Promoter
CPROM11331	2317398	2317398	-	Promoter
CPROM11332	2317454	2317454	-	Promoter
CPROM11333	2317601	2317601	-	Promoter
CPROM11334	2317666	2317666	-	Promoter
CPROM11335	2318324	2318324	+	Promoter
CPROM11336	2319113	2319113	-	Promoter
CPROM11337	2319298	2319298	-	Promoter
CPROM11338	2319431	2319431	-	Promoter
CPROM11339	2319911	2319911	-	Promoter
CPROM11340	2319960	2319960	-	Promoter
CPROM11341	2320015	2320015	+	Promoter
CPROM11342	2320129	2320129	-	Promoter
CPROM11343	2320397	2320397	-	Promoter
CPROM11344	2320467	2320468	-	Promoter
CPROM11345	2321883	2321883	-	Promoter
CPROM11346	2322358	2322358	+	Promoter
CPROM11347	2322635	2322635	-	Promoter
CPROM11348	2322949	2322949	+	Promoter
CPROM11349	2323224	2323224	+	Promoter
CPROM11350	2323595	2323595	-	Promoter
CPROM11351	2324378	2324378	-	Promoter
CPROM11352	2326441	2326441	+	Promoter
CPROM11353	2326458	2326458	-	Promoter
CPROM11354	2326496	2326496	-	Promoter
CPROM11355	2326586	2326586	+	Promoter
CPROM11356	2327084	2327084	+	Promoter
CPROM11357	2327117	2327117	+	Promoter
CPROM11358	2327503	2327504	-	Promoter
CPROM11359	2327963	2327964	+	Promoter
CPROM11360	2327969	2327969	+	Promoter
CPROM11361	2328170	2328170	+	Promoter
CPROM11362	2328392	2328392	+	Promoter
CPROM11363	2328413	2328413	+	Promoter
CPROM11364	2328847	2328847	-	Promoter
CPROM11365	2329515	2329515	-	Promoter
CPROM11366	2330755	2330755	+	Promoter
CPROM11367	2330887	2330887	-	Promoter
CPROM11368	2331269	2331269	+	Promoter
CPROM11369	2331396	2331396	+	Promoter
CPROM11370	2331448	2331448	+	Promoter
CPROM11371	2331478	2331478	+	Promoter
CPROM11372	2332255	2332255	+	Promoter
CPROM11373	2332261	2332261	-	Promoter
CPROM11374	2332263	2332263	+	Promoter
CPROM11375	2333305	2333305	-	Promoter
CPROM11376	2333371	2333371	+	Promoter
CPROM11377	2333902	2333903	+	Promoter
CPROM11378	2334536	2334536	-	Promoter
CPROM11379	2335039	2335039	+	Promoter
CPROM11380	2335710	2335710	+	Promoter
CPROM11381	2336059	2336059	-	Promoter
CPROM11382	2336312	2336312	-	Promoter
CPROM11383	2336686	2336686	-	Promoter
CPROM11384	2336783	2336783	-	Promoter
CPROM11385	2337938	2337938	-	Promoter
CPROM11386	2338373	2338375	-	Promoter
CPROM11387	2338445	2338445	-	Promoter
CPROM11388	2338649	2338649	+	Promoter
CPROM11389	2338735	2338735	+	Promoter
CPROM11390	2338825	2338825	-	Promoter
CPROM11391	2339222	2339222	-	Promoter
CPROM11392	2339439	2339439	-	Promoter
CPROM11393	2339449	2339470	-	Promoter
CPROM11394	2339538	2339540	+	Promoter
CPROM11395	2339547	2339547	+	Promoter
CPROM11396	2339945	2339945	+	Promoter
CPROM11397	2340096	2340096	-	Promoter
CPROM11398	2340611	2340611	-	Promoter
CPROM11399	2340632	2340632	+	Promoter
CPROM11400	2340703	2340703	-	Promoter
CPROM11401	2341186	2341186	+	Promoter
CPROM11402	2341195	2341195	+	Promoter
CPROM11403	2341242	2341242	-	Promoter
CPROM11404	2341277	2341277	-	Promoter
CPROM11405	2341724	2341724	+	Promoter
CPROM11406	2342071	2342071	-	Promoter
CPROM11407	2342201	2342201	+	Promoter
CPROM11408	2342366	2342366	-	Promoter
CPROM11409	2342402	2342402	+	Promoter
CPROM11410	2342484	2342484	+	Promoter
CPROM11411	2342909	2342909	-	Promoter
CPROM11412	2343393	2343393	-	Promoter
CPROM11413	2343508	2343508	+	Promoter
CPROM11414	2344576	2344576	-	Promoter
CPROM11415	2344755	2344758	+	Promoter
CPROM11416	2344861	2344861	+	Promoter
CPROM11417	2344875	2344875	+	Promoter
CPROM11418	2344942	2344942	-	Promoter
CPROM11419	2345253	2345253	+	Promoter
CPROM11420	2345376	2345376	-	Promoter
CPROM11421	2345987	2345987	+	Promoter
CPROM11422	2346007	2346007	+	Promoter
CPROM11423	2346810	2346810	-	Promoter
CPROM11424	2347063	2347064	+	Promoter
CPROM11425	2347351	2347352	+	Promoter
CPROM11426	2347557	2347560	-	Promoter
CPROM11427	2347642	2347642	+	Promoter
CPROM11428	2348707	2348707	+	Promoter
CPROM11429	2348977	2348977	-	Promoter
CPROM11430	2349027	2349027	-	Promoter
CPROM11431	2349088	2349088	-	Promoter
CPROM11432	2349184	2349184	-	Promoter
CPROM11433	2349499	2349500	-	Promoter
CPROM11434	2349523	2349523	-	Promoter
CPROM11435	2349587	2349587	-	Promoter
CPROM11436	2349941	2349941	+	Promoter
CPROM11437	2350008	2350012	-	Promoter
CPROM11438	2350046	2350046	-	Promoter
CPROM11439	2350123	2350123	-	Promoter
CPROM11440	2350156	2350163	-	Promoter
CPROM11441	2350522	2350524	-	Promoter
CPROM11442	2350738	2350738	-	Promoter
CPROM11443	2350952	2350952	-	Promoter
CPROM11444	2350976	2350976	-	Promoter
CPROM11445	2351124	2351124	-	Promoter
CPROM11446	2351355	2351357	-	Promoter
CPROM11447	2351490	2351490	-	Promoter
CPROM11448	2351569	2351569	-	Promoter
CPROM11449	2351723	2351723	-	Promoter
CPROM11450	2351916	2351916	-	Promoter
CPROM11451	2352374	2352374	-	Promoter
CPROM11452	2352451	2352451	-	Promoter
CPROM11453	2352554	2352556	-	Promoter
CPROM11454	2352550	2352551	+	Promoter
CPROM11455	2352582	2352582	+	Promoter
CPROM11456	2352620	2352620	+	Promoter
CPROM11457	2353364	2353364	+	Promoter
CPROM11458	2353496	2353496	+	Promoter
CPROM11459	2354046	2354046	+	Promoter
CPROM11460	2354661	2354661	+	Promoter
CPROM11461	2355288	2355288	-	Promoter
CPROM11462	2355436	2355436	+	Promoter
CPROM11463	2355675	2355675	-	Promoter
CPROM11464	2355986	2355986	-	Promoter
CPROM11465	2356449	2356449	+	Promoter
CPROM11466	2356981	2356981	-	Promoter
CPROM11467	2357377	2357377	-	Promoter
CPROM11468	2357552	2357554	+	Promoter
CPROM11469	2357884	2357884	+	Promoter
CPROM11470	2358826	2358826	-	Promoter
CPROM11471	2361418	2361418	+	Promoter
CPROM11472	2363043	2363043	+	Promoter
CPROM11473	2363616	2363616	-	Promoter
CPROM11474	2363653	2363659	-	Promoter
CPROM11475	2363918	2363918	-	Promoter
CPROM11476	2364104	2364104	-	Promoter
CPROM11477	2364119	2364119	-	Promoter
CPROM11478	2364162	2364162	-	Promoter
CPROM11479	2364316	2364316	-	Promoter
CPROM11480	2364372	2364372	-	Promoter
CPROM11481	2364527	2364527	+	Promoter
CPROM11482	2364539	2364539	+	Promoter
CPROM11483	2364563	2364563	-	Promoter
CPROM11484	2365567	2365567	-	Promoter
CPROM11485	2365590	2365590	+	Promoter
CPROM11486	2365716	2365716	+	Promoter
CPROM11487	2365723	2365723	-	Promoter
CPROM11488	2366372	2366372	+	Promoter
CPROM11489	2367127	2367127	-	Promoter
CPROM11490	2367228	2367228	+	Promoter
CPROM11491	2367828	2367828	-	Promoter
CPROM11492	2368144	2368144	+	Promoter
CPROM11493	2368286	2368286	+	Promoter
CPROM11494	2369128	2369128	+	Promoter
CPROM11495	2369180	2369180	+	Promoter
CPROM11496	2369373	2369373	-	Promoter
CPROM11497	2369660	2369660	+	Promoter
CPROM11498	2369669	2369669	-	Promoter
CPROM11499	2370524	2370524	-	Promoter
CPROM11500	2372182	2372182	+	Promoter
CPROM11501	2372270	2372270	+	Promoter
CPROM11502	2373097	2373097	+	Promoter
CPROM11503	2373535	2373535	-	Promoter
CPROM11504	2373557	2373557	+	Promoter
CPROM11505	2373565	2373565	-	Promoter
CPROM11506	2373571	2373573	-	Promoter
CPROM11507	2373603	2373603	+	Promoter
CPROM11508	2373971	2373971	-	Promoter
CPROM11509	2374089	2374089	-	Promoter
CPROM11510	2375114	2375114	-	Promoter
CPROM11511	2376045	2376045	-	Promoter
CPROM11512	2376643	2376643	-	Promoter
CPROM11513	2376801	2376801	-	Promoter
CPROM11514	2376807	2376807	-	Promoter
CPROM11515	2376839	2376839	-	Promoter
CPROM11516	2376914	2376914	-	Promoter
CPROM11517	2376973	2376974	-	Promoter
CPROM11518	2376982	2376985	-	Promoter
