tu_id	start	stop	strand	source	tu_name	operon_name	init_type	term_type	reported_bnumbers	valid_bnumbers	flag_genes	classic	HT	orphan	type	alt_id
CTU4178	2428030	2430770	-	RegulonDB	cvpA_purF_ubiX	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	TSS	TTS	b2313,b2312,b2311	b2311,b2312,b2313	1	1	0	0	TU	ECK120009628_ECK120010352_ECK120010845
CTU4179	2428030	2430800	-	RegulonDB	cvpA_purF_ubiX	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	TSS	TTS	b2313,b2312,b2311	b2311,b2312,b2313	1	1	0	0	TU	ECK120009657_ECK120010571_ECK120010845
CTU4180	2428490	2431937	-	PB_Rich_longestRead	dedD_cvpA_purF	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2315,b2314,b2313,b2312,b2311	b2312,b2313,b2314	1	0	1	0	TU	PB_Rich_longestRead_414
CTU4181	2428683	2430799	-	PB_M9_definedEnd	cvpA_purF	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	HT TTS	b2313,b2312	b2312,b2313	1	0	1	0	TU	PB_M9_definedEnd_118,PB_Rich_definedEnd_106
CTU4182	2429970	2433972	-	PB_Rich_longestRead	accD_folC_dedD_cvpA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2316,b2315,b2314,b2313,b2312	b2313,b2314,b2315,b2316	1	0	1	0	TU	PB_Rich_longestRead_415
CTU4183	2429987	2431937	-	PB_M9_longestRead	dedD_cvpA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2315,b2314,b2313,b2312	b2313,b2314	1	0	1	0	TU	PB_M9_longestRead_509
CTU4184	2430572	2434014	-	PB_Rich_longestRead	accD_folC_dedD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2316,b2315,b2314,b2313	b2314,b2315,b2316	1	0	1	0	TU	PB_Rich_longestRead_416
CTU4185	2430784	2431873	-	PB_M9_longestRead	dedD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2315,b2314	b2314	1	0	1	0	TU	PB_M9_longestRead_508
CTU4186	2430850	2432942	-	RegulonDB	folC_dedD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	gene	TTS	b2315,b2314	b2314,b2315	1	1	0	0	TU	ECK120027280_NA_ECK125285318
CTU4187	2430858	2433972	-	PB_M9_longestRead	accD_folC_dedD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2316,b2315,b2314	b2314,b2315,b2316	1	0	1	0	TU	PB_M9_longestRead_510
CTU4188	2430860	2433972	-	PB_Rich_definedEnd	accD_folC_dedD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	HT TTS	b2316,b2315,b2314	b2314,b2315,b2316	1	0	1	0	TU	PB_Rich_definedEnd_107
CTU4189	2430860	2434014	-	PB_M9_longestRead	accD_folC_dedD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2316,b2315,b2314	b2314,b2315,b2316	1	0	1	0	TU	PB_M9_longestRead_511
CTU4190	2431600	2435324	-	PB_M9_longestRead	dedA_accD_folC	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2318,b2317,b2316,b2315,b2314	b2315,b2316,b2317	1	0	1	0	TU	PB_M9_longestRead_512
CTU4191	2432963	2434015	-	RegulonDB	accD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	TSS	TTS	b2316	b2316	0	1	0	0	TU	ECK120009422_ECK120010470_ECK125285272
CTU4192	2432968	2435324	-	PB_Rich_longestRead	dedA_accD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2318,b2317,b2316	b2316,b2317	1	0	1	0	TU	PB_Rich_longestRead_417
CTU4193	2432972	2433972	-	PB_M9_definedEnd	accD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	HT TTS	b2316	b2316	0	0	1	0	TU	PB_M9_definedEnd_119,PB_Rich_definedEnd_108
CTU4194	2432972	2434014	-	PB_M9_definedEnd	accD	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	HT TTS	b2316	b2316	0	0	1	0	TU	PB_M9_definedEnd_120,PB_Rich_definedEnd_109
CTU4195	2433045	2436890	-	PB_Rich_longestRead	usg_truA_dedA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2320,b2319,b2318,b2317,b2316	b2317,b2318,b2319	1	0	1	0	TU	PB_Rich_longestRead_418
CTU4196	2433055	2436890	-	PB_M9_longestRead	usg_truA_dedA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2320,b2319,b2318,b2317,b2316	b2317,b2318,b2319	1	0	1	0	TU	PB_M9_longestRead_513
CTU4197	2433275	2437883	-	PB_Rich_longestRead	pdxB_usg_truA_dedA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2320,b2319,b2318,b2317,b2316	b2317,b2318,b2319,b2320	1	0	1	0	TU	PB_Rich_longestRead_419
CTU4198	2433534	2437883	-	PB_M9_longestRead	pdxB_usg_truA_dedA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2320,b2319,b2318,b2317,b2316	b2317,b2318,b2319,b2320	1	0	1	0	TU	PB_M9_longestRead_514
CTU4199	2434082	2436890	-	RegulonDB	usg_truA_dedA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	TSS	gene	b2319,b2318,b2317	b2317,b2318,b2319	1	1	0	0	TU	ECK120009073_ECK120010069_NA
CTU4200	2434082	2437884	-	RegulonDB	pdxB_usg_truA_dedA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	TSS	gene	b2320,b2319,b2318,b2317	b2317,b2318,b2319,b2320	1	1	0	0	TU	ECK120009072_ECK120010353_NA
CTU4201	2434504	2437944	-	PB_M9_longestRead	pdxB_usg_truA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2320,b2319,b2318,b2317	b2318,b2319,b2320	1	0	1	0	TU	PB_M9_longestRead_516
CTU4202	2434725	2437932	-	PB_M9_longestRead	pdxB_usg_truA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	long	b2320,b2319,b2318,b2317	b2318,b2319,b2320	1	0	1	0	TU	PB_M9_longestRead_515
CTU4203	2434764	2437883	-	PB_Rich_definedEnd	pdxB_usg_truA	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	HT TTS	b2320,b2319,b2318	b2318,b2319,b2320	1	0	1	0	TU	PB_Rich_definedEnd_110
CTU4204	2436669	2437883	-	PB_M9_definedEnd	pdxB	cvpA,purF,ubiX,dedD,accD,folC,dedA,usg,truA,pdxB	HT TSS	HT TTS	b2320	b2320	0	0	1	0	TU	PB_M9_definedEnd_121,PB_Rich_definedEnd_111
CTU4205	2437912	2438945	+	RegulonDB	flk	flk	TSS	gene	b2321	b2321	0	1	0	0	TU	ECK120009074_ECK120010354_NA
CTU4206	2438269	2441641	-	PB_M9_longestRead	fabB_yfcJ	fabB,yfcJ	HT TSS	long	b2323,b2322	b2322,b2323	1	0	1	0	TU	PB_M9_longestRead_518
CTU4207	2438495	2440239	-	PB_Rich_longestRead	yfcJ	fabB,yfcJ	HT TSS	long	b2322	b2322	0	0	1	0	TU	PB_Rich_longestRead_420
CTU4208	2438496	2441641	-	PB_Rich_longestRead	fabB_yfcJ	fabB,yfcJ	HT TSS	long	b2323,b2322	b2322,b2323	1	0	1	0	TU	PB_Rich_longestRead_421
CTU4209	2438530	2440239	-	PB_M9_longestRead	yfcJ	fabB,yfcJ	HT TSS	long	b2322	b2322	0	0	1	0	TU	PB_M9_longestRead_517
CTU4210	2438942	2440120	-	RegulonDB	yfcJ	fabB,yfcJ	gene	gene	b2322	b2322	0	1	0	0	TU	ECK120027281_NA_NA
CTU4211	2440279	2441641	-	PB_M9_definedEnd	fabB	fabB,yfcJ	HT TSS	HT TTS	b2323	b2323	0	0	1	0	TU	PB_M9_definedEnd_122
CTU4212	2440281	2441641	-	PB_Rich_definedEnd	fabB	fabB,yfcJ	HT TSS	HT TTS	b2323	b2323	0	0	1	0	TU	PB_Rich_definedEnd_112
CTU4213	2440283	2441641	-	RegulonDB	fabB	fabB,yfcJ	TSS	TTS	b2323	b2323	0	1	0	0	TU	ECK120011070_ECK120010355_ECK125138143
CTU4214	2441738	2444073	+	PB_M9_longestRead	mnmC	mnmC	HT TSS	long	b2324	b2324	0	0	1	0	TU	PB_M9_longestRead_1617
CTU4215	2441741	2444219	+	PB_Rich_longestRead	mnmC	mnmC	HT TSS	long	b2324	b2324	0	0	1	0	TU	PB_Rich_longestRead_1368
CTU4216	2441764	2443770	+	RegulonDB	mnmC	mnmC	gene	gene	b2324	b2324	0	1	0	0	TU	ECK120021237_NA_NA
CTU4217	2443438	2447628	-	PB_Rich_longestRead	aroC_mepA_yfcA_epmC_yfcL	aroC,mepA,yfcA,epmC,yfcL,prmB	HT TSS	long	b2330,b2329,b2328,b2327,b2326,b2325	b2325,b2326,b2327,b2328,b2329	1	0	1	0	TU	PB_Rich_longestRead_422
CTU4218	2443891	2448440	-	RegulonDB	prmB_aroC_mepA_yfcA_epmC_yfcL	aroC,mepA,yfcA,epmC,yfcL,prmB	gene	gene	b2330,b2329,b2328,b2327,b2326,b2325	b2325,b2326,b2327,b2328,b2329,b2330	1	1	0	0	TU	ECK120027282_NA_NA
CTU4219	2444009	2448472	-	PB_Rich_longestRead	prmB_aroC_mepA_yfcA_epmC	aroC,mepA,yfcA,epmC,yfcL,prmB	HT TSS	long	b2330,b2329,b2328,b2327,b2326,b2325	b2326,b2327,b2328,b2329,b2330	1	0	1	0	TU	PB_Rich_longestRead_423
CTU4220	2444105	2447628	-	PB_M9_longestRead	aroC_mepA_yfcA_epmC	aroC,mepA,yfcA,epmC,yfcL,prmB	HT TSS	long	b2330,b2329,b2328,b2327,b2326,b2325	b2326,b2327,b2328,b2329	1	0	1	0	TU	PB_M9_longestRead_519
CTU4221	2444124	2448472	-	PB_M9_longestRead	prmB_aroC_mepA_yfcA_epmC	aroC,mepA,yfcA,epmC,yfcL,prmB	HT TSS	long	b2330,b2329,b2328,b2327,b2326,b2325	b2326,b2327,b2328,b2329,b2330	1	0	1	0	TU	PB_M9_longestRead_520
CTU4222	2448220	2449456	+	PB_M9_longestRead	smrB	smrB	HT TSS	long	b2331	b2331	0	0	1	0	TU	PB_M9_longestRead_1618
CTU4223	2448581	2449795	+	PB_Rich_longestRead	smrB	smrB	HT TSS	long	b2331	b2331	0	0	1	0	TU	PB_Rich_longestRead_1369
CTU4224	2448581	2449841	+	PB_M9_longestRead	smrB	smrB	HT TSS	long	b2331	b2331	0	0	1	0	TU	PB_M9_longestRead_1619
CTU4225	2448606	2449157	+	RegulonDB	smrB	smrB	gene	gene	b2331	b2331	0	1	0	0	TU	ECK120021157_NA_NA
CTU4226	2449228	2455001	-	RegulonDB	yfcU_yfcS_yfcR_yfcQ_yfcP_yfcO	yfcU,yfcS,yfcR,yfcQ,yfcP,yfcO	gene	gene	b4661,b2336,b2335,b2334,b2333,b2332	b2332,b2333,b2334,b2335,b2336,b4661	1	1	0	0	TU	ECK120027283_NA_NA
CTU4227	2455083	2455646	-	RegulonDB	yfcV	yfcV	gene	gene	b2339	b2339	0	1	0	0	TU	ECK120027284_NA_NA
CTU4228	2456113	2456916	-	PB_M9_longestRead	sixA	sixA	HT TSS	long	b2340	b2340	0	0	1	0	TU	PB_M9_longestRead_521
CTU4229	2456201	2456915	-	PB_Rich_longestRead	sixA	sixA	HT TSS	long	b2340	b2340	0	0	1	0	TU	PB_Rich_longestRead_424
CTU4230	2456327	2456999	-	RegulonDB	sixA	sixA	TSS	gene	b2340	b2340	0	1	0	0	TU	ECK120010932_ECK120009971_NA
CTU4231	2456729	2460509	-	PB_Rich_longestRead	fadI_fadJ	fadI,fadJ	HT TSS	long	b2342,b2341,b2340	b2341,b2342	1	0	1	0	TU	PB_Rich_longestRead_425
CTU4232	2457015	2460511	-	RegulonDB	fadI_fadJ	fadI,fadJ	TSS	gene	b2342,b2341	b2341,b2342	1	1	0	0	TU	ECK120009079_ECK120010075_NA
CTU4233	2459641	2460979	-	PB_Rich_longestRead	yfcZ	yfcZ	HT TSS	long	b2343,b2342	b2343	1	0	1	0	TU	PB_Rich_longestRead_426
CTU4234	2460650	2460979	-	RegulonDB	yfcZ	yfcZ	TSS	gene	b2343	b2343	0	1	0	0	TU	ECK120027286_ECK120034270_NA
CTU4235	2461205	2462646	+	RegulonDB	fadL	fadL	TSS	gene	b2344	b2344	0	1	0	0	TU	ECK120009273_ECK120010152_NA
CTU4236	2461249	2462694	+	PB_Rich_definedEnd	fadL	fadL	HT TSS	HT TTS	b2344	b2344	0	0	1	0	TU	PB_Rich_definedEnd_330
CTU4237	2461249	2462702	+	PB_M9_longestRead	fadL	fadL	HT TSS	long	b2344	b2344	0	0	1	0	TU	PB_M9_longestRead_1620
CTU4238	2461249	2462955	+	PB_Rich_longestRead	fadL	fadL	HT TSS	long	b2344	b2344	0	0	1	0	TU	PB_Rich_longestRead_1370
CTU4239	2463012	2464070	+	RegulonDB	yfdF	yfdF	gene	gene	b2345	b2345	0	1	0	0	TU	ECK120027287_NA_NA
CTU4240	2463995	2465084	-	PB_Rich_longestRead	mlaA	mlaA	HT TSS	long	b2346	b2346	0	0	1	0	TU	PB_Rich_longestRead_427
CTU4241	2464022	2465215	-	PB_Rich_longestRead	mlaA	mlaA	HT TSS	long	b2346	b2346	0	0	1	0	TU	PB_Rich_longestRead_428
CTU4242	2464074	2465084	-	PB_M9_longestRead	mlaA	mlaA	HT TSS	long	b2346	b2346	0	0	1	0	TU	PB_M9_longestRead_522
CTU4243	2464208	2465084	-	PB_M9_definedEnd	mlaA	mlaA	HT TSS	HT TTS	b2346	b2346	0	0	1	0	TU	PB_M9_definedEnd_123
CTU4244	2464208	2465215	-	PB_M9_longestRead	mlaA	mlaA	HT TSS	long	b2346	b2346	0	0	1	0	TU	PB_M9_longestRead_523
CTU4245	2464252	2465135	-	RegulonDB	mlaA	mlaA	TSS	gene	b2346	b2346	0	1	0	0	TU	ECK120020481_ECK120034271_NA
CTU4246	2465301	2466233	+	RegulonDB	yfdC	yfdC	gene	gene	b2347	b2347	0	1	0	0	TU	ECK120027288_NA_NA
CTU4247	2466308	2466383	+	RegulonDB	argW	argW	TSS	gene	b2348	b2348	0	1	0	0	TU	ECK120009682_ECK120010595_NA
CTU4248	2466514	2468547	+	PB_M9_longestRead	intS_yfdG	intS,yfdG,yfdH,yfdI	HT TSS	long	b2349,b2350,b2351	b2349,b2350	1	0	1	0	TU	PB_M9_longestRead_1621
CTU4249	2466514	2469901	+	PB_Rich_longestRead	intS_yfdG_yfdH	intS,yfdG,yfdH,yfdI	HT TSS	long	b2349,b2350,b2351,b2352	b2349,b2350,b2351	1	0	1	0	TU	PB_Rich_longestRead_1371
CTU4250	2466515	2467702	+	RegulonDB	intS	intS,yfdG,yfdH,yfdI	TSS	gene	b2349	b2349	0	1	0	0	TU	ECK120027289_ECK125134715_NA
CTU4251	2467830	2471076	+	PB_Rich_longestRead	yfdG_yfdH_yfdI	intS,yfdG,yfdH,yfdI	HT TSS	long	b2350,b2351,b2352,b2353	b2350,b2351,b2352	1	0	1	0	TU	PB_Rich_longestRead_1372
CTU4252	2467830	2471136	+	PB_M9_longestRead	yfdG_yfdH_yfdI	intS,yfdG,yfdH,yfdI	HT TSS	long	b2350,b2351,b2352,b2353	b2350,b2351,b2352	1	0	1	0	TU	PB_M9_longestRead_1622
CTU4253	2467855	2470462	+	RegulonDB	yfdG_yfdH_yfdI	intS,yfdG,yfdH,yfdI	gene	gene	b2350,b2351,b2352	b2350,b2351,b2352	0	1	0	0	TU	ECK120027290_NA_NA
CTU4254	2470472	2470665	-	orphan	ryeG	ryeG	gene	gene	ECK125229288	ECK125229288	0	0	0	1	TU	orphan_91
CTU4255	2470497	2470643	-	orphan	yodE	yodE	gene	gene	b4780	b4780	0	0	0	1	TU	orphan_92
CTU4256	2470803	2471105	+	RegulonDB	NA	NA	gene	gene	b2353	NA	NA	1	0	0	TU	ECK120027291_NA_NA
CTU4257	2471077	2473246	-	RegulonDB	yfdO_yfdN_yfdM_yfdL_yfdK	yfdO,yfdN,yfdM,yfdL,yfdK	gene	gene	b2358,b2357,b2356,b2355,b2354	b2354,b2355,b2356,b2357,b2358	1	1	0	0	TU	ECK120027292_NA_NA
CTU4258	2473604	2474856	+	RegulonDB	yfdP_yfdQ	yfdP,yfdQ	gene	gene	b2359,b2360	b2359,b2360	0	1	0	0	TU	ECK120027293_NA_NA
CTU4259	2474984	2476178	+	RegulonDB	yfdR_yfdS_yfdT	yfdR,yfdS,yfdT	gene	gene	b2361,b2362,b2363	b2361,b2362,b2363	0	1	0	0	TU	ECK120027294_NA_NA
CTU4260	2476094	2476234	+	RegulonDB	ypdJ	ypdJ	gene	gene	b4545	b4545	0	1	0	0	TU	ECK120027295_NA_NA
CTU4261	2476310	2476510	+	RegulonDB	torI	torI	gene	gene	b4501	b4501	0	1	0	0	TU	ECK120027296_NA_NA
CTU4262	2476353	2477644	-	PB_Rich_longestRead	dsdC	dsdC	HT TSS	long	b2364	b2364	0	0	1	0	TU	PB_Rich_longestRead_429
CTU4263	2476694	2477746	-	RegulonDB	dsdC	dsdC	TSS	gene	b2364	b2364	0	1	0	0	TU	ECK120009340_ECK120011037_NA
CTU4264	2477821	2480530	+	RegulonDB	dsdX_dsdA	dsdX,dsdA	TSS	gene	b2365,b2366	b2365,b2366	0	1	0	0	TU	ECK120009339_ECK120010460_NA
CTU4265	2479121	2480530	+	RegulonDB	dsdA	dsdX,dsdA	TSS	gene	b2366	b2366	0	1	0	0	TU	ECK120009563_ECK120010208_NA
CTU4266	2480638	2483448	-	RegulonDB	emrK_emrY	emrK,emrY	TSS	gene	b2368,b2367	b2367,b2368	1	1	0	0	TU	ECK120010912_ECK120009944_NA
CTU4267	2483629	2485827	+	PB_M9_longestRead	evgA	evgA,evgS	HT TSS	long	b2369,b2370	b2369	1	0	1	0	TU	PB_M9_longestRead_1623
CTU4268	2483629	2486093	+	PB_Rich_longestRead	evgA	evgA,evgS	HT TSS	long	b2369,b2370	b2369	1	0	1	0	TU	PB_Rich_longestRead_1373
CTU4269	2483631	2487967	+	RegulonDB	evgA_evgS	evgA,evgS	TSS	gene	b2369,b2370	b2369,b2370	0	1	0	0	TU	ECK120015325_ECK120015387_NA
CTU4270	2483640	2485653	+	PB_M9_longestRead	evgA	evgA,evgS	HT TSS	long	b2369,b2370	b2369	1	0	1	0	TU	PB_M9_longestRead_1624
CTU4271	2483640	2486957	+	PB_Rich_longestRead	evgA	evgA,evgS	HT TSS	long	b2369,b2370	b2369	1	0	1	0	TU	PB_Rich_longestRead_1374
CTU4272	2483641	2487967	+	RegulonDB	evgA_evgS	evgA,evgS	TSS	gene	b2369,b2370	b2369,b2370	0	1	0	0	TU	ECK120015326_ECK120015388_NA
CTU4273	2483729	2483758	+	orphan	evgL	evgL	gene	gene	b4781	b4781	0	0	0	1	TU	orphan_93
CTU4274	2488023	2489168	-	RegulonDB	yfdE	yfdX,frc,oxc,yfdV,yfdE	gene	gene	b2371	b2371	0	1	0	0	TU	ECK120027297_NA_NA
CTU4275	2488023	2494433	-	RegulonDB	yfdX_frc_oxc_yfdV_yfdE	yfdX,frc,oxc,yfdV,yfdE	TSS	gene	b2375,b2374,b2373,b2372,b2371	b2371,b2372,b2373,b2374,b2375	1	1	0	0	TU	ECK120015484_ECK120033723_NA
CTU4276	2489242	2490186	-	RegulonDB	yfdV	yfdX,frc,oxc,yfdV,yfdE	gene	gene	b2372	b2372	0	1	0	0	TU	ECK120027298_NA_NA
CTU4277	2490256	2491950	-	RegulonDB	oxc	yfdX,frc,oxc,yfdV,yfdE	gene	gene	b2373	b2373	0	1	0	0	TU	ECK120027299_NA_NA
CTU4278	2492004	2493439	-	RegulonDB	frc	yfdX,frc,oxc,yfdV,yfdE	TSS	gene	b2374	b2374	0	1	0	0	TU	ECK120015482_ECK120033722_NA
CTU4279	2494697	2495334	-	PB_M9_longestRead	yfdY	yfdY	HT TSS	long	b2377	b2377	0	0	1	0	TU	PB_M9_longestRead_524
CTU4280	2494698	2494973	+	RegulonDB	ypdI	ypdI	gene	gene	b2376	b2376	0	1	0	0	TU	ECK120021079_NA_NA
CTU4281	2495050	2495292	-	RegulonDB	yfdY	yfdY	gene	gene	b2377	b2377	0	1	0	0	TU	ECK120021158_NA_NA
CTU4282	2495578	2496565	+	RegulonDB	lpxP	lpxP	TSS	gene	b2378	b2378	0	1	0	0	TU	ECK120010924_ECK120009962_NA
CTU4283	2496194	2496629	-	RegulonDB	NA	NA	gene	gene	ECK120002617	NA	NA	1	0	0	TU	ECK120027300_NA_NA
CTU4284	2496399	2498356	-	PB_M9_longestRead	alaC	alaC	HT TSS	long	b2379	b2379	0	0	1	0	TU	PB_M9_longestRead_525
CTU4285	2496921	2496992	+	orphan	ypdK	ypdK	gene	gene	b4680	b4680	0	0	0	1	TU	orphan_94
CTU4286	2497008	2498356	-	PB_M9_definedEnd	alaC	alaC	HT TSS	HT TTS	b2379	b2379	0	0	1	0	TU	PB_M9_definedEnd_124
CTU4287	2497057	2498399	-	RegulonDB	alaC	alaC	TSS	gene	b2379	b2379	0	1	0	0	TU	ECK120027301_ECK120030790_NA
CTU4288	2498646	2502170	+	PB_Rich_longestRead	pyrS_pyrR_ypdC	pyrS,pyrR,ypdC	HT TSS	long	b2380,b2381,b2382	b2380,b2381,b2382	0	0	1	0	TU	PB_Rich_longestRead_1375
CTU4289	2498671	2501987	+	RegulonDB	pyrS_pyrR_ypdC	pyrS,pyrR,ypdC	gene	gene	b2380,b2381,b2382	b2380,b2381,b2382	0	1	0	0	TU	ECK120027302_NA_NA
CTU4290	2500007	2502028	+	PB_M9_longestRead	pyrR_ypdC	pyrS,pyrR,ypdC	HT TSS	long	b2380,b2381,b2382	b2381,b2382	1	0	1	0	TU	PB_M9_longestRead_1625
CTU4291	2501990	2508242	-	RegulonDB	fryB_fryC_ypdF_ypdE_fryA	fryB,fryC,ypdF,ypdE,fryA	gene	gene	b2387,b2386,b2385,b2384,b2383	b2383,b2384,b2385,b2386,b2387	1	1	0	0	TU	ECK120027303_NA_NA
CTU4292	2508347	2509462	-	PB_Rich_longestRead	glk	glk	HT TSS	long	b2388	b2388	0	0	1	0	TU	PB_Rich_longestRead_430
CTU4293	2508362	2509932	-	PB_M9_longestRead	glk	glk	HT TSS	long	b2388	b2388	0	0	1	0	TU	PB_M9_longestRead_527
CTU4294	2508364	2509462	-	PB_M9_longestRead	glk	glk	HT TSS	long	b2388	b2388	0	0	1	0	TU	PB_M9_longestRead_526
CTU4295	2508420	2509462	-	PB_M9_definedEnd	glk	glk	HT TSS	HT TTS	b2388	b2388	0	0	1	0	TU	PB_M9_definedEnd_125,PB_Rich_definedEnd_113
CTU4296	2508424	2509447	-	RegulonDB	glk	glk	TSS	TTS	b2388	b2388	0	1	0	0	TU	ECK120034149_ECK120034272_ECK120015447
CTU4297	2508424	2509461	-	RegulonDB	glk	glk	TSS	TTS	b2388	b2388	0	1	0	0	TU	ECK120015320_ECK120015382_ECK120015447
CTU4298	2509630	2510886	+	RegulonDB	yfeO	yfeO	gene	gene	b2389	b2389	0	1	0	0	TU	ECK120027304_NA_NA
CTU4299	2511001	2511327	+	RegulonDB	ypeC	ypeC	gene	gene	b2390	b2390	0	1	0	0	TU	ECK120027305_NA_NA
CTU4300	2511135	2512734	-	PB_M9_longestRead	mntH	mntH	HT TSS	long	b2392	b2392	0	0	1	0	TU	PB_M9_longestRead_528
CTU4301	2511468	2512734	-	RegulonDB	mntH	mntH	TSS	gene	b2392	b2392	0	1	0	0	TU	ECK120015315_ECK120015467_NA
CTU4302	2512868	2515307	+	PB_M9_longestRead	nupC	nupC,insL3	HT TSS	long	b2393,b2394	b2393	1	0	1	0	TU	PB_M9_longestRead_1626
CTU4303	2512868	2515635	+	PB_Rich_longestRead	nupC_insL3	nupC,insL3	HT TSS	long	b2393,b2394	b2393,b2394	0	0	1	0	TU	PB_Rich_longestRead_1376
CTU4304	2513008	2515571	+	PB_M9_longestRead	nupC_insL3	nupC,insL3	HT TSS	long	b2393,b2394	b2393,b2394	0	0	1	0	TU	PB_M9_longestRead_1627
CTU4305	2513009	2514244	+	RegulonDB	nupC	nupC,insL3	TSS	gene	b2393	b2393	0	1	0	0	TU	ECK120009338_ECK120010207_NA
CTU4306	2513009	2515827	+	PB_Rich_longestRead	nupC_insL3	nupC,insL3	HT TSS	long	b2393,b2394	b2393,b2394	0	0	1	0	TU	PB_Rich_longestRead_1377
CTU4307	2514331	2515443	+	RegulonDB	insL3	nupC,insL3	gene	gene	b2394	b2394	0	1	0	0	TU	ECK120027306_NA_NA
CTU4308	2515643	2517832	-	RegulonDB	pdeA	pdeA	gene	gene	b2395	b2395	0	1	0	0	TU	ECK120027307_NA_NA
CTU4309	2518002	2518253	-	RegulonDB	alaW_alaX	alaW,alaX	TSS	TTS	b2397,b2396	b2396,b2397	1	1	0	0	TU	ECK120009696_ECK120010611_ECK125285276
CTU4310	2518406	2519370	+	PB_M9_longestRead	yfeC_yfeD	yfeC,yfeD	HT TSS	long	b2398,b2399	b2398,b2399	0	0	1	0	TU	PB_M9_longestRead_1628
CTU4311	2518407	2519205	+	RegulonDB	yfeC_yfeD	yfeC,yfeD	TSS	gene	b2398,b2399	b2398,b2399	0	1	0	0	TU	ECK125158013_ECK125158029_NA
CTU4312	2518421	2519442	+	PB_Rich_longestRead	yfeC_yfeD	yfeC,yfeD	HT TSS	long	b2398,b2399	b2398,b2399	0	0	1	0	TU	PB_Rich_longestRead_1378
CTU4313	2518633	2520730	-	PB_Rich_longestRead	gltX	gltX	HT TSS	long	b2400	b2400	0	0	1	0	TU	PB_Rich_longestRead_431
CTU4314	2518831	2520730	-	PB_M9_longestRead	gltX	gltX	HT TSS	long	b2400	b2400	0	0	1	0	TU	PB_M9_longestRead_529
CTU4315	2518997	2520773	-	PB_M9_longestRead	gltX	gltX	HT TSS	long	b2400	b2400	0	0	1	0	TU	PB_M9_longestRead_530
CTU4316	2519205	2520773	-	PB_Rich_longestRead	gltX	gltX	HT TSS	long	b2400	b2400	0	0	1	0	TU	PB_Rich_longestRead_432
CTU4317	2519207	2520730	-	PB_M9_definedEnd	gltX	gltX	HT TSS	HT TTS	b2400	b2400	0	0	1	0	TU	PB_M9_definedEnd_126,PB_Rich_definedEnd_114
CTU4318	2519208	2520730	-	RegulonDB	gltX	gltX	TSS	TTS	b2400	b2400	0	1	0	0	TU	ECK120009123_ECK120010680_ECK125256998
CTU4319	2519208	2520776	-	RegulonDB	gltX	gltX	TSS	TTS	b2400	b2400	0	1	0	0	TU	ECK120009136_ECK120010679_ECK125256998
CTU4320	2519208	2520784	-	RegulonDB	gltX	gltX	TSS	TTS	b2400	b2400	0	1	0	0	TU	ECK120009137_ECK120010678_ECK125256998
