ctg_id	valid_bnumbers	rank	Zika_gene_id
CCTG1017	b1035	3	1183
CCTG1017	b1036	4	1184
CCTG1018	b1033	1	1181
CCTG1019	b1034	1	1182
CCTG1019	b1035	2	1183
CCTG1019	b1036	3	1184
CCTG1020	b1034	1	1182
CCTG1020	b1035	2	1183
CCTG1021	b1036	1	1184
CCTG1022	b1037	1	1185
CCTG1022	b1038	2	1186
CCTG1022	b1039	3	1187
CCTG1022	b1040	4	36
CCTG1023	b1038	1	1186
CCTG1023	b1039	2	1187
CCTG1023	b1040	3	36
CCTG1024	b1041	1	1188
CCTG1024	b1042	2	1189
CCTG1024	b1043	3	1190
CCTG1025	b1042	1	1189
CCTG1026	b1043	1	1190
CCTG1027	b1044	1	1191
CCTG1028	b1044	1	1191
CCTG1028	b1045	2	1192
CCTG1029	b1044	1	1191
CCTG1029	b1045	2	1192
CCTG1029	b1046	3	1193
CCTG1030	b1045	1	1192
CCTG1030	b1046	2	1193
CCTG1031	b1045	1	1192
CCTG1032	b1046	1	1193
CCTG1033	b1047	1	1194
CCTG1034	b1048	1	1195
CCTG1034	b1049	2	1196
CCTG1035	b1051	1	1198
CCTG1036	b1051	1	1198
CCTG1036	b1053	2	1199
CCTG1036	b1054	3	1200
CCTG1037	b1050	1	1197
CCTG1038	b1053	1	1199
CCTG1039	b1054	1	1200
CCTG1040	b1055	1	1201
CCTG1041	b1056	1	1202
CCTG1042	b1056	1	1202
CCTG1042	b1057	2	1203
CCTG1043	b1057	1	1203
CCTG1043	b1058	2	1204
CCTG1043	b1059	3	1205
CCTG1044	b1058	1	1204
CCTG1044	b1059	2	1205
CCTG1045	b1059	1	1205
CCTG1046	b1060	1	1206
CCTG1047	b1061	1	1207
CCTG1047	b1062	2	1208
CCTG1048	b1061	1	1207
CCTG1049	b1062	1	1208
CCTG1050	b1063	1	1209
CCTG1050	b1064	2	1210
CCTG1051	b1063	1	1209
CCTG1052	b1064	1	1210
CCTG1053	b1065	1	1211
CCTG1054	b1066	1	1212
CCTG1054	b1067	2	1213
CCTG1054	b1068	3	1214
CCTG1055	b1066	1	1212
CCTG1055	b1067	2	1213
CCTG1055	b1068	3	1214
CCTG1055	b1069	4	1215
CCTG1056	b1066	1	1212
CCTG1057	b1067	1	1213
CCTG1058	b1068	1	1214
CCTG1059	b1069	1	1215
CCTG1060	b1070	1	1216
CCTG1060	b1071	2	1217
CCTG1061	b1070	1	1216
CCTG1061	b1071	2	1217
CCTG1061	b1072	3	1218
CCTG1062	b1073	1	1219
CCTG1062	b1074	2	1220
CCTG1062	b1075	3	1221
CCTG1062	b1076	4	1222
CCTG1062	b1077	5	1223
CCTG1063	b1073	1	1219
CCTG1063	b1074	2	1220
CCTG1063	b1075	3	1221
CCTG1063	b1076	4	1222
CCTG1063	b1077	5	1223
CCTG1063	b1078	6	1224
CCTG1063	b1079	7	1225
CCTG1063	b1080	8	1226
CCTG1063	b1081	9	1227
CCTG1064	b1082	1	1228
CCTG1064	b1083	2	1229
CCTG1065	b1084	1	1230
CCTG1066	b1085	1	1231
CCTG1067	b1086	1	1232
CCTG1068	b1087	1	1233
CCTG1069	b4418	1	8851
CCTG1070	b1088	1	1234
CCTG1070	b1089	2	1235
CCTG1071	b1088	1	1234
CCTG1071	b1089	2	1235
CCTG1071	b1090	3	1236
CCTG1071	b1091	4	1237
CCTG1072	b1088	1	1234
CCTG1072	b1089	2	1235
CCTG1072	b1090	3	1236
CCTG1072	b1091	4	1237
CCTG1072	b1092	5	1238
CCTG1073	b1089	1	1235
CCTG1073	b1090	2	1236
CCTG1073	b1091	3	1237
CCTG1074	b1089	1	1235
CCTG1074	b1090	2	1236
CCTG1075	b1089	1	1235
CCTG1075	b1090	2	1236
CCTG1075	b1091	3	1237
CCTG1075	b1092	4	1238
CCTG1075	b1093	5	1239
CCTG1076	b1090	1	1236
CCTG1076	b1091	2	1237
CCTG1076	b1092	3	1238
CCTG1076	b1093	4	1239
CCTG1077	b1091	1	1237
CCTG1077	b1092	2	1238
CCTG1077	b1093	3	1239
CCTG1077	b1094	4	1240
CCTG1078	b1091	1	1237
CCTG1078	b1092	2	1238
CCTG1078	b1093	3	1239
CCTG1079	b1092	1	1238
CCTG1079	b1093	2	1239
CCTG1079	b1094	3	1240
CCTG1080	b1093	1	1239
CCTG1080	b1094	2	1240
CCTG1081	b1094	1	1240
CCTG1082	b1094	1	1240
CCTG1082	b1095	2	1241
CCTG1083	b1094	1	1240
CCTG1083	b1095	2	1241
CCTG1083	b1096	3	1242
CCTG1084	b1094	1	1240
CCTG1084	b1095	2	1241
CCTG1084	b1096	3	1242
CCTG1084	b1097	4	1243
CCTG1085	b1095	1	1241
CCTG1086	b1096	1	1242
CCTG1086	b1097	2	1243
CCTG1086	b1098	3	1244
CCTG1087	b1096	1	1242
CCTG1087	b1097	2	1243
CCTG1087	b1098	3	1244
CCTG1087	b1099	4	1245
CCTG1087	b1100	5	1246
CCTG1088	b1097	1	1243
CCTG1088	b1098	2	1244
CCTG1089	b1098	1	1244
CCTG1089	b1099	2	1245
CCTG1089	b1100	3	1246
CCTG1090	b1101	1	1247
CCTG1091	b1102	1	1248
CCTG1092	b1103	1	1249
CCTG1092	b1104	2	1250
CCTG1092	b1105	3	1251
CCTG1092	b1106	4	1252
CCTG1092	b1107	5	1253
CCTG1093	b1103	1	1249
CCTG1093	b1104	2	1250
CCTG1093	b1105	3	1251
CCTG1093	b1106	4	1252
CCTG1093	b1107	5	1253
CCTG1093	b1108	6	1254
CCTG1094	b1107	1	1253
CCTG1094	b1108	2	1254
CCTG1095	b1108	1	1254
CCTG1096	b1109	1	1255
CCTG1097	b1111	1	233
CCTG1098	b1110	1	1256
CCTG1099	b1112	1	1257
CCTG1100	b1113	1	1258
CCTG1101	b1114	1	1259
CCTG1102	b1115	1	1260
CCTG1103	b1116	1	1261
CCTG1103	b1117	2	1262
CCTG1103	b1118	3	1263
CCTG1104	b1116	1	1261
CCTG1104	b1117	2	1262
CCTG1104	b1118	3	1263
CCTG1104	b1119	4	1264
CCTG1105	b1119	1	1264
CCTG1105	b1120	2	1265
CCTG1106	b1121	1	1266
CCTG1106	b1122	2	1267
CCTG1107	b1123	1	1268
CCTG1107	b1124	2	1269
CCTG1107	b1125	3	1270
CCTG1107	b1126	4	1271
CCTG1108	b1124	1	1269
CCTG1108	b1125	2	1270
CCTG1108	b1126	3	1271
CCTG1109	b1127	1	1272
CCTG1110	b1128	1	1273
CCTG1110	b1129	2	1274
CCTG1110	b1130	3	167
CCTG1111	b1128	1	1273
CCTG1112	b1129	1	1274
CCTG1112	b1130	2	167
CCTG1113	b1129	1	1274
CCTG1114	b1130	1	167
CCTG1115	b1131	1	1275
CCTG1115	b1132	2	1276
CCTG1115	b1133	3	1277
CCTG1116	b1131	1	1275
CCTG1116	b1132	2	1276
CCTG1117	b1132	1	1276
CCTG1117	b1133	2	1277
CCTG1117	b1134	3	1278
CCTG1118	b1133	1	1277
CCTG1119	b1134	1	1278
CCTG1119	b1135	2	1279
CCTG1120	b1136	1	1280
CCTG1121	b1137	1	1281
CCTG1121	b1138	2	1282
CCTG1122	b1139	1	1283
CCTG1123	b1140	1	1284
CCTG1123	b1141	2	1285
CCTG1123	b1142	3	8209
CCTG1124	b1143	1	1286
CCTG1125	b1144	1	1287
CCTG1126	b1145	1	1288
CCTG1127	ECK125203392	1	8852
CCTG1128	b1146	1	1289
CCTG1128	b1147	2	290
CCTG1128	b1148	3	1290
CCTG1128	b1149	4	8235
CCTG1128	b1150	5	1291
CCTG1128	b1151	6	4146
CCTG1128	b1152	7	4147
CCTG1128	b1153	8	1292
CCTG1128	b1154	9	1293
CCTG1128	b1155	10	1294
CCTG1129	b4692	1	4144
CCTG1130	b4693	1	4145
CCTG1131	b1156	1	1295
CCTG1131	b1157	2	4148
CCTG1132	b1158	1	1296
CCTG1133	b1159	1	1297
CCTG1134	b4519	1	4149
CCTG1135	b1160	1	1298
CCTG1136	b4738	1	8249
CCTG1137	b4739	1	8250
CCTG1138	b1161	1	1299
CCTG1139	b1162	1	234
CCTG1140	b1163	1	1300
CCTG1141	b1164	1	1301
CCTG1141	b1165	2	1302
CCTG1141	b1166	3	1303
CCTG1141	b1167	4	1304
CCTG1142	b1164	1	1301
CCTG1143	b1165	1	1302
CCTG1143	b1166	2	1303
CCTG1144	b1166	1	1303
CCTG1145	b1167	1	1304
CCTG1146	b1168	1	1305
CCTG1147	b4520	1	1306
CCTG1148	b4491	1	4150
CCTG1149	b1171	1	1307
CCTG1149	b1172	2	1308
CCTG1150	b4593	1	1309
CCTG1151	b4594	1	1310
CCTG1152	b4521	1	4305
CCTG1153	b1174	1	1311
CCTG1153	b1175	2	1312
CCTG1153	b1176	3	1313
CCTG1154	b1174	1	1311
CCTG1154	b1175	2	1312
CCTG1155	b1177	1	1314
CCTG1156	b1178	1	1315
CCTG1157	b1179	1	1316
CCTG1158	b1180	1	1317
CCTG1158	b1181	2	1318
CCTG1159	b1180	1	1317
CCTG1160	b1181	1	1318
CCTG1161	b1182	1	1319
CCTG1162	b1183	1	1320
CCTG1162	b1184	2	1321
CCTG1163	b1185	1	1322
CCTG1164	b1185	1	1322
CCTG1164	b1186	2	1323
CCTG1165	b1186	1	1323
CCTG1166	b1187	1	72
CCTG1167	b1188	1	1324
CCTG1168	b1189	1	1325
CCTG1168	b1190	2	1326
CCTG1169	b1191	1	1327
CCTG1170	b1191	1	1327
CCTG1170	b1192	2	1328
CCTG1171	b4740	1	8251
CCTG1172	b1192	1	1328
CCTG1173	b1193	1	1329
CCTG1174	b1194	1	1330
CCTG1175	b1195	1	1331
CCTG1176	b1196	1	1332
CCTG1177	b1197	1	1333
CCTG1178	b1198	1	1334
CCTG1178	b1199	2	1335
CCTG1178	b1200	3	1336
CCTG1179	b1198	1	1334
CCTG1180	b1201	1	58
CCTG1181	b1202	1	1337
CCTG1182	b1203	1	1338
CCTG1183	b1203	1	1338
CCTG1183	b1204	2	1339
CCTG1184	b1205	1	1340
CCTG1185	b1206	1	1341
CCTG1185	b1207	2	1342
CCTG1186	b1206	1	1341
CCTG1186	b1207	2	1342
CCTG1186	b1208	3	1343
CCTG1186	b1209	4	1344
CCTG1187	b1206	1	1341
CCTG1188	b1207	1	1342
CCTG1188	b1208	2	1343
CCTG1188	b1209	3	1344
CCTG1189	b1207	1	1342
CCTG1190	b1210	1	1345
CCTG1191	b1210	1	1345
CCTG1191	b1211	2	1346
CCTG1191	b1212	3	1347
CCTG1192	b1213	1	1348
CCTG1192	b1214	2	1349
CCTG1192	b1215	3	1350
CCTG1193	b1214	1	1349
CCTG1193	b1215	2	1350
CCTG1193	b4420	3	8853
CCTG1194	b1215	1	1350
CCTG1195	b1215	1	1350
CCTG1195	b4420	2	8853
CCTG1196	b4419	1	1351
CCTG1197	b4420	1	8853
CCTG1198	b4421	1	1352
CCTG1199	b4422	1	8854
CCTG1200	b4423	1	1353
CCTG1201	b4424	1	8855
CCTG1202	b1216	1	1354
CCTG1203	b1217	1	1355
CCTG1203	b1218	2	1356
CCTG1204	b1218	1	1356
CCTG1205	b1219	1	1357
CCTG1206	b1220	1	1358
CCTG1207	b1221	1	149
CCTG1207	b1222	2	1359
CCTG1208	ECK125203398	1	8856
CCTG1209	b1223	1	1360
CCTG1210	b1224	1	1361
CCTG1211	b1224	1	1361
CCTG1211	b1225	2	1362
CCTG1211	b1226	3	1363
CCTG1211	b1227	4	1364
CCTG1212	b1228	1	8210
CCTG1213	b1229	1	1365
CCTG1213	b1230	2	8858
CCTG1214	b1229	1	1365
CCTG1214	b1230	2	8858
CCTG1214	b1231	3	8859
CCTG1215	b4425	1	8857
CCTG1216	b4425	1	8857
CCTG1216	b1229	2	1365
CCTG1216	b1230	3	8858
CCTG1216	b1231	4	8859
CCTG1216	b1232	5	1366
CCTG1216	b1233	6	1367
CCTG1217	b1230	1	8858
CCTG1217	b1231	2	8859
CCTG1217	b1232	3	1366
CCTG1217	b1233	4	1367
CCTG1218	b1231	1	8859
CCTG1218	b1232	2	1366
CCTG1219	b1232	1	1366
CCTG1220	b1233	1	1367
CCTG1221	b1234	1	1368
CCTG1222	b1234	1	1368
CCTG1222	b1235	2	1369
CCTG1223	b1234	1	1368
CCTG1223	b1235	2	1369
CCTG1223	b1236	3	1370
CCTG1224	b1235	1	1369
CCTG1224	b1236	2	1370
CCTG1225	b1235	1	1369
CCTG1226	b1236	1	1370
CCTG1227	b1237	1	103
CCTG1228	b1238	1	1371
CCTG1229	b4573	1	4151
CCTG1230	b1241	1	1372
CCTG1231	b4771	1	8860
CCTG1232	b1242	1	1373
CCTG1233	ECK125121991	1	8861
CCTG1234	b4711	1	8236
CCTG1235	b1243	1	1374
CCTG1235	b1244	2	1375
CCTG1236	b1243	1	1374
CCTG1236	b1244	2	1375
CCTG1236	b1245	3	1376
CCTG1237	b1243	1	1374
CCTG1237	b1244	2	1375
CCTG1237	b1245	3	1376
CCTG1237	b1246	4	1377
CCTG1237	b1247	5	1378
CCTG1238	b1244	1	1375
CCTG1238	b1245	2	1376
CCTG1238	b1246	3	1377
CCTG1238	b1247	4	1378
CCTG1239	b1248	1	1379
CCTG1239	b1249	2	1380
CCTG1240	b4595	1	1381
CCTG1241	b1250	1	1382
CCTG1242	b1251	1	4079
CCTG1243	b1252	1	1383
CCTG1244	b1253	1	1384
CCTG1244	b1254	2	1385
CCTG1244	b1255	3	1386
CCTG1245	b1253	1	1384
CCTG1246	b1254	1	1385
CCTG1246	b1255	2	1386
CCTG1247	b1256	1	1387
CCTG1248	b1257	1	4080
CCTG1249	b1257	1	4080
CCTG1249	b1258	2	1388
CCTG1249	b1259	3	1389
CCTG1250	b1259	1	1389
CCTG1251	b1260	1	1390
CCTG1251	b1261	2	1391
CCTG1251	b1262	3	1392
CCTG1252	b1260	1	1390
CCTG1252	b1261	2	1391
CCTG1252	b1262	3	1392
CCTG1252	b1263	4	1393
CCTG1252	b1264	5	1394
CCTG1252	b1265	6	1395
CCTG1253	b1263	1	1393
CCTG1253	b1264	2	1394
CCTG1253	b1265	3	1395
CCTG1254	b1265	1	1395
CCTG1255	b1266	1	1396
CCTG1255	b1267	2	1397
CCTG1256	b1266	1	1396
CCTG1256	b1267	2	1397
CCTG1256	b1268	3	1398
CCTG1257	b1267	1	1397
CCTG1258	b1269	1	1399
CCTG1259	b1270	1	1400
CCTG1259	b1271	2	1401
CCTG1260	b1272	1	1402
CCTG1261	b1273	1	4081
CCTG1262	b1274	1	1403
CCTG1263	b1275	1	50
CCTG1264	b4522	1	1404
CCTG1264	b4523	2	1405
CCTG1265	b4741	1	8252
CCTG1265	b1276	2	1406
CCTG1266	b1276	1	1406
CCTG1267	b1277	1	1407
CCTG1268	b1278	1	1408
CCTG1268	b1279	2	1409
CCTG1269	b1278	1	1408
CCTG1270	b1279	1	1409
CCTG1270	b1280	2	1410
CCTG1271	b1279	1	1409
CCTG1271	b1280	2	1410
CCTG1271	b1281	3	1411
CCTG1271	b1282	4	1412
CCTG1272	b1281	1	1411
CCTG1272	b1282	2	1412
CCTG1273	b1283	1	1413
CCTG1274	b1284	1	235
CCTG1274	b4596	2	1414
CCTG1275	b1284	1	235
CCTG1276	b4596	1	1414
CCTG1276	b1285	2	1415
CCTG1277	b4772	1	8862
CCTG1278	b1285	1	1415
CCTG1279	b1286	1	1417
CCTG1280	b1286	1	1417
CCTG1280	b1287	2	1418
CCTG1281	b4672	1	1416
CCTG1282	b1287	1	1418
CCTG1282	b1288	2	1419
CCTG1283	b1287	1	1418
CCTG1284	ECK125203386	1	8863
CCTG1285	b1288	1	1419
CCTG1286	b1289	1	1420
CCTG1287	b1290	1	1421
CCTG1287	b1291	2	1422
CCTG1287	b1292	3	1423
CCTG1287	b1293	4	1424
CCTG1287	b1294	5	1425
CCTG1288	b1292	1	1423
CCTG1288	b1293	2	1424
CCTG1288	b1294	3	1425
CCTG1289	b1293	1	1424
CCTG1289	b1294	2	1425
CCTG1289	b1295	3	1426
CCTG1290	b1294	1	1425
CCTG1290	b1295	2	1426
CCTG1291	b1294	1	1425
CCTG1292	b1295	1	1426
CCTG1293	b1296	1	1427
CCTG1293	b1297	2	1428
CCTG1294	b1296	1	1427
CCTG1294	b4742	2	8253
CCTG1295	b1296	1	1427
CCTG1295	b4742	2	8253
CCTG1295	b1297	3	1428
CCTG1296	b1297	1	1428
CCTG1297	b1298	1	1429
CCTG1297	b1299	2	173
CCTG1298	b1298	1	1429
CCTG1298	b1299	2	173
CCTG1298	b1300	3	1430
CCTG1298	b1301	4	1431
CCTG1298	b1302	5	1432
CCTG1299	b1299	1	173
CCTG1299	b1300	2	1430
CCTG1300	b1300	1	1430
CCTG1300	b1301	2	1431
CCTG1300	b1302	3	1432
CCTG1301	b1303	1	170
CCTG1302	b1304	1	1433
CCTG1302	b1305	2	1434
CCTG1302	b1306	3	169
CCTG1302	b1307	4	1435
CCTG1302	b1308	5	1436
CCTG1303	b1305	1	1434
CCTG1303	b1306	2	169
CCTG1303	b1307	3	1435
CCTG1304	b1305	1	1434
CCTG1304	b1306	2	169
CCTG1304	b1307	3	1435
CCTG1304	b1308	4	1436
CCTG1305	b1308	1	1436
CCTG1306	b1309	1	1437
CCTG1306	b1310	2	1438
CCTG1306	b1311	3	1439
CCTG1306	b1312	4	1440
CCTG1306	b1313	5	1441
CCTG1306	b1314	6	1442
CCTG1306	b1315	7	1443
CCTG1306	b1316	8	1444
CCTG1306	b1317	9	1445
CCTG1306	b1318	10	8232
CCTG1306	b4524	11	4152
CCTG1306	b1319	12	1446
CCTG1307	b1319	1	1446
CCTG1308	b1320	1	236
CCTG1309	b1321	1	1447
CCTG1310	b1321	1	1447
CCTG1310	b1322	2	1448
CCTG1310	b1323	3	209
CCTG1311	b1321	1	1447
CCTG1311	b1322	2	1448
CCTG1312	b1323	1	209
CCTG1313	b1323	1	209
CCTG1313	b1325	2	1450
CCTG1314	b1324	1	1449
CCTG1315	b1325	1	1450
CCTG1316	b1326	1	1451
CCTG1317	b1326	1	1451
CCTG1317	b4525	2	4153
CCTG1318	b1326	1	1451
CCTG1318	b4525	2	4153
CCTG1318	b4673	3	4154
CCTG1318	b1327	4	1452
CCTG1319	b1327	1	1452
CCTG1320	b1328	1	237
CCTG1321	b1329	1	1453
CCTG1322	b1330	1	1454
CCTG1323	b1331	1	4276
CCTG1323	b1332	2	1455
CCTG1324	b1331	1	4276
CCTG1325	b1333	1	1456
CCTG1325	b1334	2	79
CCTG1326	b1332	1	1455
CCTG1327	b1333	1	1456
CCTG1328	b1334	1	79
CCTG1329	b1335	1	1457
CCTG1330	b1335	1	1457
CCTG1330	b1336	2	1458
CCTG1330	b1337	3	1459
CCTG1330	b1338	4	1460
CCTG1331	b1339	1	2
CCTG1332	b4426	1	8864
CCTG1333	b1340	1	1461
CCTG1334	b1341	1	1462
CCTG1335	b1342	1	1463
CCTG1336	b1342	1	1463
CCTG1336	b4699	2	8866
CCTG1337	b4773	1	8865
CCTG1338	b4699	1	8866
CCTG1339	b4743	1	8254
CCTG1340	b1343	1	1464
CCTG1341	b1344	1	1465
CCTG1342	b1345	1	1466
CCTG1342	b1346	2	1467
CCTG1342	b1347	3	1468
CCTG1342	b1348	4	1469
CCTG1342	b1349	5	1470
CCTG1342	b1350	6	1471
CCTG1343	b4714	1	8867
CCTG1344	b1351	1	1472
CCTG1345	b4526	1	1473
CCTG1345	b1352	2	1474
CCTG1346	b1353	1	1475
CCTG1347	b4527	1	1476
CCTG1347	b1355	2	1477
CCTG1348	b1356	1	1478
CCTG1349	b1357	1	238
CCTG1349	b1358	2	1479
CCTG1349	b1359	3	1480
CCTG1349	b1360	4	1481
CCTG1349	b1361	5	4155
CCTG1349	b1362	6	4156
CCTG1350	b4528	1	1482
CCTG1351	b1363	1	1483
CCTG1352	b1365	1	1484
CCTG1352	b1366	2	4157
CCTG1353	b1368	1	4158
CCTG1354	b4570	1	4159
CCTG1355	b1370	1	4277
CCTG1356	b1372	1	1485
CCTG1356	b1373	2	1486
CCTG1357	b1374	1	1487
CCTG1358	b1375	1	1488
CCTG1359	b4744	1	8255
CCTG1360	b4638	1	4160
CCTG1361	b1376	1	1489
CCTG1362	b1377	1	1490
CCTG1363	b1377	1	1490
CCTG1363	b1378	2	1491
CCTG1364	b1378	1	1491
CCTG1365	b4427	1	8868
CCTG1366	b1379	1	1493
CCTG1366	b1380	2	1494
CCTG1367	b4529	1	1492
CCTG1368	b1379	1	1493
CCTG1369	b1380	1	1494
CCTG1370	b1381	1	1495
CCTG1370	b1382	2	1496
CCTG1370	b1383	3	1497
CCTG1371	b1384	1	73
CCTG1372	b1385	1	1498
CCTG1373	b1386	1	1499
CCTG1374	b1387	1	1500
CCTG1375	b1388	1	1501
CCTG1375	b1389	2	1502
CCTG1375	b1390	3	1503
CCTG1375	b1391	4	1504
CCTG1375	b1392	5	1505
CCTG1375	b1393	6	1506
CCTG1375	b1394	7	1507
CCTG1375	b1395	8	1508
CCTG1375	b1396	9	1509
CCTG1375	b1397	10	1510
CCTG1375	b1398	11	1511
CCTG1376	b1397	1	1510
CCTG1377	b1398	1	1511
CCTG1377	b1399	2	162
CCTG1378	b1398	1	1511
CCTG1378	b1399	2	162
CCTG1378	b1400	3	1512
CCTG1379	b1399	1	162
CCTG1379	b1400	2	1512
CCTG1380	b4674	1	1513
CCTG1381	b4492	1	4161
CCTG1382	ECK120023918	1	8869
CCTG1382	b1402	2	4278
CCTG1382	b1403	3	4279
CCTG1383	b1404	1	4306
CCTG1384	b1406	1	1514
CCTG1385	b1407	1	1515
CCTG1386	b1408	1	1516
CCTG1386	b1409	2	1517
CCTG1386	b1410	3	1518
CCTG1386	b1411	4	1519
CCTG1387	b1412	1	1520
CCTG1388	b1413	1	1521
CCTG1389	b1414	1	1522
CCTG1390	b1414	1	1522
CCTG1390	b1415	2	1523
CCTG1391	b1415	1	1523
CCTG1392	b4493	1	4162
CCTG1393	b1418	1	1524
CCTG1393	b1419	2	1525
CCTG1393	b4429	3	8872
CCTG1394	b1418	1	1524
CCTG1395	b4597	1	8870
CCTG1396	b1419	1	1525
CCTG1397	b4774	1	8871
CCTG1398	b4428	1	1526
CCTG1399	b1420	1	1527
CCTG1400	b4429	1	8872
CCTG1401	b1421	1	1528
CCTG1402	b1422	1	239
CCTG1403	b1423	1	1529
CCTG1404	b1424	1	1530
CCTG1405	b1424	1	1530
CCTG1405	b1426	2	1531
CCTG1406	b1424	1	1530
CCTG1406	b1426	2	1531
CCTG1406	b1427	3	1532
CCTG1407	b1426	1	1531
CCTG1408	b1427	1	1532
CCTG1409	b1428	1	1533
CCTG1410	b1429	1	1534
CCTG1411	b1429	1	1534
CCTG1411	b1430	2	1535
CCTG1412	b1431	1	1536
CCTG1413	b1431	1	1536
CCTG1413	b1432	2	1537
CCTG1414	b1432	1	1537
CCTG1415	b1433	1	1538
CCTG1416	b1434	1	240
CCTG1417	b1434	1	240
CCTG1417	b1435	2	1539
CCTG1418	b1435	1	1539
CCTG1419	b1436	1	1540
CCTG1420	b4532	1	1541
CCTG1420	b1438	2	99
CCTG1421	b1439	1	241
CCTG1422	b1440	1	1542
CCTG1422	b1441	2	1543
CCTG1422	b1442	3	1544
CCTG1422	b1443	4	1545
CCTG1422	b1444	5	1546
CCTG1423	b1444	1	1546
CCTG1424	b4598	1	1547
CCTG1425	b1447	1	1550
CCTG1425	b1448	2	1551
CCTG1426	b1445	1	1548
CCTG1427	b1446	1	1549
CCTG1428	b1449	1	1552
CCTG1429	b1450	1	130
CCTG1430	b1451	1	1553
CCTG1431	b1452	1	1554
CCTG1432	b1453	1	1555
CCTG1433	b1454	1	1556
CCTG1434	b1455	1	1557
CCTG1435	b1456	1	4164
CCTG1435	b1457	2	1558
CCTG1436	b4745	1	8256
CCTG1437	b1459	1	8199
CCTG1438	b1460	1	1559
CCTG1439	b1461	1	4082
CCTG1440	b1462	1	1560
CCTG1441	b1463	1	1561
CCTG1442	b1464	1	1562
CCTG1443	b1465	1	1563
CCTG1443	b1466	2	1564
CCTG1444	b1465	1	1563
CCTG1444	b1466	2	1564
CCTG1444	b1467	3	1565
CCTG1444	b1468	4	1566
CCTG1445	b1469	1	1567
CCTG1446	b1470	1	8211
CCTG1446	b1471	2	4165
CCTG1446	b1472	3	4166
CCTG1447	b1473	1	1568
CCTG1448	b1474	1	1569
CCTG1449	b1474	1	1569
CCTG1449	b1475	2	1570
CCTG1449	b1476	3	1571
CCTG1450	b1477	1	242
CCTG1451	b1477	1	242
CCTG1451	b1478	2	1572
CCTG1451	b1479	3	1573
CCTG1452	b1478	1	1572
CCTG1452	b1479	2	1573
CCTG1453	b1478	1	1572
CCTG1454	b1479	1	1573
CCTG1455	b1480	1	1574
CCTG1456	b1480	1	1574
CCTG1456	b1481	2	1575
CCTG1457	b1482	1	1576
CCTG1458	b1483	1	1577
CCTG1458	b1484	2	1578
CCTG1458	b1485	3	1579
CCTG1458	b1486	4	1580
CCTG1458	b1487	5	1581
CCTG1458	b1488	6	1582
CCTG1459	b1489	1	1583
CCTG1459	b1490	2	1584
CCTG1460	b1490	1	1584
CCTG1461	b1490	1	1584
CCTG1461	b1491	2	1585
CCTG1462	b1491	1	1585
CCTG1463	b4746	1	8257
CCTG1464	b1492	1	1586
CCTG1464	b1493	2	1587
CCTG1465	b1492	1	1586
CCTG1466	b1494	1	1588
CCTG1467	b1495	1	1589
CCTG1467	b1496	2	1590
CCTG1468	b1496	1	1590
CCTG1469	b4747	1	8258
CCTG1470	b1497	1	1591
CCTG1471	b1497	1	1591
CCTG1471	b1498	2	1592
CCTG1472	b1498	1	1592
CCTG1473	b1499	1	243
CCTG1474	b1499	1	243
CCTG1474	b1500	2	1593
CCTG1475	b1501	1	1594
CCTG1476	b1502	1	1595
CCTG1477	b1503	1	1596
CCTG1477	b1504	2	1597
CCTG1477	b1505	3	4167
CCTG1478	b1506	1	4168
CCTG1478	b1507	2	101
CCTG1478	b1508	3	102
CCTG1479	b1506	1	4168
CCTG1480	b1507	1	101
CCTG1480	b1508	2	102
CCTG1481	b4696	1	8196
CCTG1482	b1511	1	1598
CCTG1483	b1511	1	1598
CCTG1483	b1512	2	121
CCTG1484	b1512	1	121
CCTG1485	b1513	1	1599
CCTG1485	b1514	2	1600
CCTG1485	b1515	3	1601
CCTG1485	b1516	4	1602
CCTG1485	b1517	5	1603
CCTG1485	b1518	6	1604
CCTG1485	b1519	7	1605
CCTG1486	b1519	1	1605
CCTG1487	b1520	1	1606
CCTG1488	b1521	1	1607
CCTG1489	b1522	1	1608
CCTG1490	b1523	1	1609
CCTG1490	b1524	2	1610
CCTG1491	b1523	1	1609
CCTG1491	b1524	2	1610
CCTG1491	b1525	3	1611
CCTG1492	b1525	1	1611
CCTG1493	b1526	1	291
CCTG1494	b1527	1	1612
CCTG1495	b1528	1	1613
CCTG1496	b1529	1	1614
CCTG1497	b1533	1	1616
CCTG1498	b1530	1	127
CCTG1498	b1531	2	126
CCTG1498	b1532	3	1615
CCTG1499	b1534	1	1617
CCTG1500	b4599	1	1618
CCTG1501	b4775	1	8873
CCTG1502	b4698	1	8874
CCTG1503	b1535	1	1619
CCTG1504	b1536	1	1620
CCTG1505	b1537	1	1621
CCTG1506	b1538	1	1622
CCTG1507	b1539	1	1623
CCTG1508	b1539	1	1623
CCTG1508	b1540	2	244
CCTG1509	b1540	1	244
CCTG1510	b1541	1	1624
CCTG1511	b1542	1	1625
CCTG1512	b1543	1	8200
CCTG1513	b4748	1	8259
CCTG1513	b1544	2	1626
CCTG1514	b1545	1	1627
CCTG1515	b1546	1	1628
CCTG1515	b1547	2	1629
CCTG1515	b1548	3	4169
CCTG1516	b4533	1	1630
CCTG1516	b1549	2	1631
CCTG1517	b1550	1	1632
